date,game,inning,manager-ump,player-referenced,initial-call,play-type,calling-umpire,crew-chief,result,time-to-ruling,video
2018-04-4,MIN @ PIT,T4,UMPIRE,M. Sanó,In play; Double,Potential HR,O'Nora,Culbreth,Confirmed,0:31,https://bit.ly/2q7UApK
2018-04-4,CWS @ TOR,T5,Renteria,C. Granderson,Catch,Catch/No Catch,Layne,Layne,Overturned,1:43,https://bit.ly/2Jihtjb
2018-04-4,MIN @ PIT,T7,Hurdle,E. Rosario,Safe at 1st,Tag Play,O'Nora,Culbreth,Stands,3:04,https://bit.ly/2GA5qf9
2018-04-4,CWS @ TOR,T8,Gibbons,M. Davidson,Hit by Pitch,HBP,G.Gibson,Layne,Confirmed,0:56,https://bit.ly/2GERJM4
2018-04-5,NYM @ WSH,T3,Martinez,M. Conforto,Safe at 1st,Force Play,Foster,West,Overturned,1:23,https://bit.ly/2GFFS0c
2018-04-5,NYM @ WSH,T5,UMPIRE,M. Conforto,In play; Double,Potential HR,West,West,Overturned,1:54,https://bit.ly/2qaM3Dg
2018-04-5,TEX @ OAK,T2,Banister,D. Robinson,Out at 2nd,Tag Play,Holbrook,Holbrook,Confirmed,1:04,https://bit.ly/2GW0Hbl
2018-04-5,DET @ CWS,T2,Renteria,L. Martin,Safe at 2nd,Tag Play,Kellogg,Kellogg,Overturned,1:02,https://bit.ly/2IvIoH6
2018-04-5,TB @ BOS,B9,Cora,J. Bradley,Out at 1st,Force Play,Porter,Miller,Stands,2:08,https://bit.ly/2GKwOra
2018-04-5,DET @ CWS,T4,Renteria,J. McCann,Safe at 1st,Tag Play,Hoye,Kellogg,Overturned,0:49,https://bit.ly/2HgCom2
2018-04-5,BAL @ NYY,T1,Boone,T. Mancini,Safe at home,Tag Play,Kulpa,Meals,Overturned,0:51,https://bit.ly/2uZi8mD
2018-04-5,DET @ CWS,T10,Gardenhire,J. Iglesias,Out at 2nd,Force Play,Kellogg,Kellogg,Overturned,1:05,https://bit.ly/2EpHF7T
2018-04-5,BAL @ NYY,B8,Boone,B. Gardner,Ball; No Hit by Pitch,HBP,Kulpa,Meals,Confirmed,0:54,https://bit.ly/2JsjB7V
2018-04-5,ARI @ STL,T7,Matheny,C. Owings,Safe at 1st,Tag Play,Winters,Winters,Overturned,1:58,https://bit.ly/2qbroyg
2018-04-6,CIN @ PIT,T7,Price,S. Gennett,Out at 1st,Force Play,Layne,Layne,Stands,1:00,https://bit.ly/2qigBTM
2018-04-6,CHI @ MIL,B6,Maddon,L. Cain,Fair Ball; Double,Fair/Foul,O'Nora,Culbreth,Confirmed,1:21,https://bit.ly/2H7elbr
2018-04-6,BAL @ NYY,B11,Boone,R. Torreyes,Out at 1st,Force Play,Meals,Meals,Overturned,1:12,https://bit.ly/2qk7qBw
2018-04-6,BAL @ NYY,B11,Boone,M. Givens,No violation,Collision Rule,Hickox,Meals,Confirmed,1:21,https://bit.ly/2EyonNA
2018-04-6,BAL @ NYY,B11,Boone,D. Gregorius,Out at home,Tag Play,Hickox,Meals,Confirmed,1:21,https://bit.ly/2EyonNA
2018-04-7,DET @ CWS,T4,Gardenhire,J. Jones,Out at 2nd,Tag Play,Segal,Kellogg,Overturned,2:15,https://bit.ly/2qgcBDc
2018-04-7,NYM @ WSH,T8,Martinez,B. Nimmo,Safe at 2nd,Tag Play,West,West,Stands,1:44,https://bit.ly/2qkKO3N
2018-04-7,DET @ CWS,T6,Renteria,J. Iglesias,Safe at 1st,Force Play,Kellogg,Kellogg,Overturned,0:37,https://bit.ly/2H9ulK8
2018-04-7,CHI @ MIL,T5,Maddon,T. La Stella,Out at home,Tag Play,Conroy,Culbreth,Stands,2:25,https://bit.ly/2GLNIp6
2018-04-7,KC @ CLE,B5,Francona,R. Davis,Out at 1st,Force Play,T. Barrett,T. Barrett,Stands,1:42,https://bit.ly/2JyeH9y
2018-04-7,MIA @ PHI,B4,UMPIRE,M. Franco,In play; Double,Potential HR,Nauert,Danley,Confirmed,1:32,https://bit.ly/2IBtjnl
2018-04-7,ATL @ COL,T3,Black,E. Inciarte,Safe at 1st,Force Play,Randazzo,Welke,Overturned,1:10,https://bit.ly/2HckTWn
2018-04-7,ATL @ COL,T6,Snitker,O. Albies,Out at 1st,Force Play,Randazzo,Welke,Stands,1:40,https://bit.ly/2EwYHAU
2018-04-7,SD @ HOU,B10,Hinch,D. Fisher,Out at 2nd,Tag Play,Wolf,Holbrook,Overturned,1:43,https://bit.ly/2qodmJR
2018-04-8,TB @ BOS,T3,Cash,M. Duffy,Out at 1st,Force Play,Hernandez,Miller,Overturned,1:22,https://bit.ly/2GJXl7P
2018-04-8,CHI @ MIL,B1,Maddon,L. Cain,Safe at 1st,Tag Play,O'Nora,Culbreth,Overturned,1:19,https://bit.ly/2GKyJzJ
2018-04-8,BAL @ NYY,B5,Boone,J. Peterson,Out at 1st,Force Play,Kulpa,Meals,Overturned,0:58,https://bit.ly/2qgyodM
2018-04-8,KC @ CLE,B8,Yost,J. Ramírez,Safe at 1st,Force Play,Barksdale,T. Barrett,Overturned,1:12,https://bit.ly/2ExDDdq
2018-04-8,TB @ BOS,T7,Cash,X. Bogaerts,Ball in Play,Stadium Boundary,Miller,Miller,Confirmed,2:37,https://bit.ly/2GN0qEi
2018-04-8,CHI @ MIL,B9,Counsell,D. Santana,Out at 1st,Force Play,O'Nora,Culbreth,Confirmed,0:27,https://bit.ly/2GOJDk9
2018-04-8,NYM @ WSH,B10,Martinez,B. Harper,Out at 1st,Force Play,West,West,Confirmed,1:21,https://bit.ly/2qe0bf9
2018-04-9,TB @ CWS,T8,Cash,M. Smith,Out at home,Tag Play,Scheurwater,Cederstrom,Stands,2:11,https://bit.ly/2EJSPEI
2018-04-9,ATL @ WSH,B2,Snitker,M. Taylor,Safe at 1st,Force Play,O'Nora,Culbreth,Overturned,1:05,https://bit.ly/2IOPEOc
2018-04-9,CIN @ PHI,B3,Price,R. Hoskins,Safe at 3rd,Tag Play,May,Meals,Confirmed,1:18,https://atmlb.com/2v8y321
2018-04-9,DET @ CLE,B7,Gardenhire,B. Zimmer,Safe at 2nd,Tag Play,Fletcher,Nelson,Overturned,1:04,https://bit.ly/2vbLtu0
2018-04-9,ATL @ WSH,B6,Snitker,M. Taylor,Safe at 2nd,Tag Play,Whitson,Culbreth,Overturned,0:34,https://bit.ly/2v7lAvf
2018-04-9,SEA @ KC,B2,Yost,M. Moustakas,Out at 1st,Force Play,Carlson,Davis,Overturned,0:40,https://bit.ly/2JIeWiw
2018-04-9,LAA @ TEX,T4,Banister,R. Schimpf,Safe at 1st,Tag Play,Tichenor,Miller,Overturned,1:14,https://bit.ly/2GVXcy2
2018-04-9,LAA @ TEX,T6,Scioscia,M. Maldonado,Out at home,Tag Play,Hernandez,Miller,Overturned,1:41,https://bit.ly/2Hhpuql
2018-04-9,SD @ COL,B6,UMPIRE,C. Gonzalez,HR; No Interference,Potential HR,Iassogna,Gorman,Stands,2:32,https://bit.ly/2EGFvRe
2018-04-9,HOU @ MIN,B8,Molitor,J. Mauer,Out at 2nd,Force Play,Marquez,Marquez,Overturned,1:14,https://bit.ly/2GU9cQL
2018-04-9,HOU @ MIN,B9,UMPIRE,B. Buxton,Foul Ball,Potential HR,Dreckman,Marquez,Confirmed,0:23,https://bit.ly/2HhQGp2
2018-04-10,PIT @ CHI,B1,Hurdle,W. Contreras,Safe at 3rd,Tag Play,Cuzzi,Hallion,Overturned,1:05,https://bit.ly/2qryjUL
2018-04-10,DET @ CLE,T2,Gardenhire,N. Goodrum,Out at 2nd,Tag Play,Gonzalez,Nelson,Overturned,2:53,https://bit.ly/2qxFgUD
2018-04-10,ATL @ WSH,T1,Snitker,O. Albies,Out at 3rd,Tag Play,Bucknor,Culbreth,Stands,2:16,https://bit.ly/2EG1FTR
2018-04-10,HOU @ MIN,B1,Molitor,B. Dozier,Out at 1st,Force Play,Marquez,Marquez,Overturned,0:59,https://bit.ly/2qsWRvL
2018-04-10,SEA @ KC,T5,Servais,M. Marjama,Out at 2nd,Tag Play,Davis,Davis,Stands,1:08,https://bit.ly/2INgaYi
2018-04-10,MIL @ STL,B10,Matheny,D. Santana,Catch,Catch/No Catch,Randazzo,Welke,Stands,2:27,https://bit.ly/2HhR1bi
2018-04-10,ARI @ SF,B6,Lovullo,A. McCutchen,Safe at home,Tag Play,Nauert,Danley,Overturned,2:09,https://bit.ly/2JIfxkg
2018-04-11,ATL @ WSH,T7,Snitker,P. Tucker,Out at 2nd,Force Play,Bucknor,Culbreth,Overturned,1:29,https://bit.ly/2HkjKvU
2018-04-11,TB @ CWS,B4,Cash,T. Anderson,Safe at 1st,Tag Play,Blaser,Cederstrom,Overturned,1:15,https://bit.ly/2qrR0XH
2018-04-11,ATL @ WSH,B9,Martinez,A. Rendon,Out at 1st,Force Play,Culbreth,Culbreth,Confirmed,1:04,https://bit.ly/2qrcV25
2018-04-11,MIL @ STL,B9,UMPIRE,T. Pham,In play; Double,Potential HR,L. Barrett,Welke,Overturned,3:21,https://bit.ly/2EGWFOD
2018-04-11,ATL @ WSH,T10,Snitker,E. Inciarte,Out at home,Tag Play,Whitson,Culbreth,Stands,1:56,https://bit.ly/2veYItI
2018-04-11,SD @ COL,B3,Green,I. Desmond,Safe at 2nd,Tag Play,Johnson,Gorman,Confirmed,1:48,https://bit.ly/2JDfbLs
2018-04-11,NYY @ BOS,T3,UMPIRE,T. Austin,Out at 2nd,Rules Check,Rackley,Vanover,Rules Check,2:09,https://atmlb.com/2HiQLbT
2018-04-11,TOR @ BAL,B5,Showalter,M. Machado,Foul Ball,Fair/Foul,Kellogg,Kellogg,Overturned,4:32,https://bit.ly/2JG2xLH
2018-04-11,CIN @ PHI,T9,UMPIRE,S. Gennett,In play; Double,Potential HR,Morales,Meals,Confirmed,1:28,https://bit.ly/2qnDxB5
2018-04-11,LAA @ TEX,T8,Scioscia,S. Ohtani,Out at 1st,Tag Play,Miller,Miller,Overturned,1:56,https://bit.ly/2qtO7pp
2018-04-12,STL @ CIN,T6,Matheny,M. Ozuna,Out at 1st,Force Play,Hernandez,Miller,Stands,1:57,https://bit.ly/2GVZ5ee
2018-04-12,CWS @ MIN,B3,Molitor,B. Buxton,Out at 2nd,Tag Play,Lentz,Welke,Overturned,0:58,https://bit.ly/2Hf8Ojp
2018-04-12,CWS @ MIN,T5,Molitor,T. Anderson,Safe at 1st,Tag Play,L. Barrett,Welke,Stands,3:41,https://bit.ly/2GVBz53
2018-04-12,SF @ SD,T6,Bochy,H. Pence,Out at 1st,Force Play,Timmons,Winters,Overturned,1:09,https://bit.ly/2IQFIUs
2018-04-13,ATL @ CHI,B6,Snitker,K. Bryant,Safe at 1st,Force Play,Fairchild,Marquez,Stands,1:12,https://bit.ly/2J1UUhD
2018-04-13,NYY @ DET,T3,Boone,R. Torreyes,Out at 2nd,Force Play,O'Nora,Culbreth,Overturned,1:36,https://bit.ly/2qCqhYz
2018-04-13,STL @ CIN,B5,Matheny,D. Mesoraco,Safe at 1st,Force Play,Tichenor,Miller,Stands,3:02,https://bit.ly/2HlXHoT
2018-04-13,BAL @ BOS,T4,Showalter,A. Jones,Live Ball; Not Lodged,Stadium Boundary,Scheurwater,Cederstrom,Stands,2:43,https://bit.ly/2H48ale
2018-04-13,BAL @ BOS,B6,Cora,M. Moreland,Out at 1st,Force Play,Scheurwater,Cederstrom,Overturned,0:55,https://bit.ly/2qB9eXx
2018-04-13,ARI @ LAD,T3,Lovullo,D. Peralta,Out at 2nd,Force Play,T. Gibson,Gorman,Overturned,2:22,https://bit.ly/2HD34h5
2018-04-13,SF @ SD,B5,Green,C. Asuaje,Out at 1st,Force Play,Drake,Winters,Overturned,1:05,https://bit.ly/2qCvgcx
2018-04-13,OAK @ SEA,B8,Servais,G. Heredia,Out at 2nd,Tag Play,Nauert,Danley,Confirmed,1:40,https://bit.ly/2HDPJVJ
2018-04-14,COL @ WSH,B6,Martinez,B. Harper,Out at home,Tag Play,Morales,Meals,Overturned,1:17,https://bit.ly/2vlqbdl
2018-04-14,COL @ WSH,B6,Martinez,M. Sierra,Out at 3rd,Tag Play,Kulpa,Meals,Stands,1:33,https://bit.ly/2JR7z8b
2018-04-14,MIL @ NYM,T3,Callaway,D. Santana,Safe at 1st,Tag Play,Wendelstedt,Vanover,Stands,2:21,https://bit.ly/2HqMLpT
2018-04-14,OAK @ SEA,T3,Servais,M. Semien,In Play,Stadium Boundary,Torres,Danley,Overturned,1:26,https://bit.ly/2HupYta
2018-04-14,ARI @ LAD,T4,Roberts,D. Marrero,HR; Did not pass runner,Passing Runners,T. Gibson,Gorman,Overturned,2:38,https://bit.ly/2HCggCM
2018-04-14,OAK @ SEA,T4,Servais,M. Joyce,Safe at 1st,Force Play,Nauert,Danley,Overturned,0:54,https://bit.ly/2HESrKq
2018-04-14,SF @ SD,T7,Bochy,J. Panik,Out at home,Tag Play,Drake,Winters,Stands,2:44,https://atmlb.com/2ER2kBP
2018-04-15,PIT @ MIA,T7,Mattingly,S. Marte,Safe at home,Tag Play,Fletcher,Nelson,Confirmed,1:09,https://bit.ly/2JRs1pR
2018-04-15,BAL @ BOS,B7,Cora,A. Benintendi,Out at home,Tag Play,Cederstrom,Cederstrom,Stands,1:35,https://bit.ly/2vjWF82
2018-04-15,PHI @ TB,B8,Cash,J. Sucre,Foul ball,Fair/Foul,Holbrook,Holbrook,Stands,1:04,https://bit.ly/2H5FNTR
2018-04-15,STL @ CIN,B9,Price,T. Barnhart,In Play; Batter at 1B,Stadium Boundary,Miller,Miller,Overturned,1:53,https://bit.ly/2HDFLna
2018-04-15,STL @ CIN,B9,Matheny,D. Mesoraco,Hit by Pitch,HBP,Porter,Miller,Stands,1:24,https://bit.ly/2qzoIeW
2018-04-15,OAK @ SEA,B8,Servais,D. Gordon,Out at 1st,Force Play,Torres,Danley,Confirmed,1:27,https://bit.ly/2HtX5NV
2018-04-15,ARI @ LAD,T9,Lovullo,P. Goldschmidt,Out at 1st,Tag Play,Gorman,Gorman,Overturned,2:23,https://bit.ly/2HntHZJ
2018-04-16,COL @ PIT,T9,Black,T. Story,Out at 1st,Force Play,Rehak,Davis,Overturned,0:44,https://bit.ly/2Hdtdlt
2018-04-16,CIN @ MIL,B9,Price,R. Braun,Safe at 1st,Force Play,Wolcott,Kellogg,Overturned,0:59,https://bit.ly/2EZkIbZ
2018-04-16,WSH @ NYM,B9,Callaway,A. Cabrera,Out at 3rd,Tag Play,T. Barrett,T. Barrett,Stands,1:31,https://bit.ly/2HLIJWR
2018-04-16,HOU @ SEA,T5,Hinch,A. Bregman,Out at 1st,Force Play,Barber,Gorman,Stands,1:16,https://bit.ly/2qHCjRq
2018-04-17,KC @ TOR (G1),T5,Yost,K. Pillar,Catch,Catch/No Catch,Kulpa,Kulpa,Overturned,1:12,https://bit.ly/2vpbUwi
2018-04-17,KC @ TOR (G1),B5,Gibbons,J. Smoak,Out at 3rd,Tag Play,Morales,Kulpa,Stands,2:00,https://bit.ly/2qQ80In
2018-04-17,MIA @ NYY,B7,Mattingly,B. Gardner,Safe at 1st,Force Play,Welke,Welke,Overturned,0:49,https://bit.ly/2K2bOhp
2018-04-17,CLE @ MIN,T8,UMPIRE,Y. Alonso,Home Run,Potential HR,Cooper,Cederstrom,Stands,0:59,https://bit.ly/2HcAmGK
2018-04-17,BOS @ LAA,T4,Scioscia,E. Nuñez,Safe at home,Tag Play,Carapazza,Layne,Overturned,0:53,https://bit.ly/2Hca8Qz
2018-04-17,HOU @ SEA,T8,Servais,D. Fisher,Safe at 1st,Tag Play,Johnson,Gorman,Stands,2:01,https://bit.ly/2F2jFrE
2018-04-17,LAD @ SD,B12,Roberts,Y. Puig,Trap; No Catch,Catch/No Catch,Wendelstedt,Danley,Overturned,0:32,https://bit.ly/2vsLxWl
2018-04-18,COL @ PIT,T2,Hurdle,C. Gonzalez,Safe at 1st,Tag Play,Hoberg,Davis,Stands,2:13,https://bit.ly/2qK5hza
2018-04-18,TEX @ TB,T5,UMPIRE,R. Nunez,2B; Fan Interference,Potential HR,Estabrook,Marquez,Stands,2:48,https://bit.ly/2HBB5AF
2018-04-18,BAL @ DET,B7,Gardenhire,J. Iglesias,Out at 1st,Force Play,Vanover,Vanover,Overturned,0:49,https://bit.ly/2HBBqTX
2018-04-18,CWS @ OAK,B2,Melvin,J. Lowrie,Out at 1st,Force Play,Miller,Wegner,Overturned,1:19,https://bit.ly/2qJLbG5
2018-04-18,KC @ TOR,B3,Gibbons,R. Martin,Out at 2nd,Force Play,Hickox,Kulpa,Overturned,0:35,https://bit.ly/2JcFojg
2018-04-18,PHI @ ATL,B5,Kapler,O. Albies,Safe at 1st,Tag Play,Ripperger,West,Overturned,1:49,https://bit.ly/2F1EC5V
2018-04-18,SF @ ARI,T5,Lovullo,A. McCutchen,Safe at 1st,Tag Play,Hallion,Hallion,Overturned,1:22,https://bit.ly/2vwuiU8
2018-04-18,LAD @ SD,B7,Roberts,C. Asuaje,No Fan Interference,Fan Interference,Danley,Danley,Confirmed,1:23,https://bit.ly/2F0iR6A
2018-04-19,SF @ ARI,T3,Lovullo,G. Blanco,Safe at 2nd,Tag Play,Bellino,Hallion,Overturned,1:59,https://bit.ly/2HMIfj6
2018-04-19,NYM @ ATL,B8,Snitker,M. Conforto,Catch,Catch/No Catch,Davis,Davis,Stands,1:57,https://bit.ly/2HPvIeK
2018-04-20,KC @ DET (G1),B6,Yost,J. Candelario,Safe at 1st,Tag Play,Ortiz,Danley,Overturned,1:21,https://bit.ly/2qT1ro6
2018-04-20,MIN @ TB,T5,Cash,M. Smith,No Catch,Catch/No Catch,Wolcott,Kellogg,Confirmed,1:12,https://bit.ly/2F8rkoo
2018-04-20,SEA @ TEX,T3,Servais,G. Heredia,Ball; No Hit by Pitch,HBP,Cooper,Cederstrom,Overturned,0:49,https://bit.ly/2Hm4Z8M
2018-04-20,CIN @ STL,B2,Riggleman,J. Martínez,Safe at 2nd,Tag Play,Rackley,Vanover,Stands,1:49,https://bit.ly/2qU0f36
2018-04-20,NYM @ ATL,T6,Snitker,A. Cabrera,Foul; No Fan Interference,Fan Interference,Rehak,Davis,Overturned,2:18,https://bit.ly/2JklId5
2018-04-20,NYM @ ATL,T6,Callaway,W. Flores,Out at home,Tag Play,Rehak,Davis,Confirmed,0:54,https://bit.ly/2HJvcBy
2018-04-20,CHI @ COL,T4,Black,A. Russell,Safe at 1st,Tag Play,Baker,G. Gibson,Overturned,1:07,https://bit.ly/2Faid6H
2018-04-20,SD @ ARI,B1,Lovullo,J. Dyson,Out at 2nd,Tag Play,Whitson,Wegner,Overturned,0:35,https://bit.ly/2HVazQA
2018-04-20,CIN @ STL,B5,Matheny,H. Bader,Out at 1st,Force Play,Guccione,Vanover,Overturned,0:44,https://bit.ly/2HmD34p
2018-04-20,CHI @ COL,T5,Maddon,J. Baez,Out at 3rd,Tag Play,G. Gibson,G. Gibson,Overturned,0:46,https://bit.ly/2JmWzhN
2018-04-20,MIN @ TB,B10,Molitor,D. Span,Safe at 1st,Force Play,Hoye,Kellogg,Stands,2:29,https://bit.ly/2HmSUnX
2018-04-20,BOS @ OAK,B1,UMPIRE,C. Pinder,Foul Ball,Potential HR,Wendelstedt,Gorman,Stands,1:19,https://bit.ly/2JhcKgU
2018-04-20,CIN @ STL,B8,UMPIRE,M. Carpenter,Safe at 1st,Force Play,Guccione,Vanover,Overturned,0:30,https://bit.ly/2HkM5TP
2018-04-20,NYM @ ATL,T12,Snitker,A. Cabrera,Safe at 2nd,Tag Play,Davis,Davis,Overturned,1:50,https://bit.ly/2HVzMKu
2018-04-21,CIN @ STL,T9,Matheny,J. Peraza,Hit by Pitch,HBP,Guccione,Vanover,Stands,0:59,https://bit.ly/2qTjj1B
2018-04-21,PIT @ PHI,B6,Kapler,C. Santana,Ball; No Hit by Pitch,HBP,L. Barrett,Welke,Overturned,0:49,https://bit.ly/2qVdErD
2018-04-21,PIT @ PHI,B8,Hurdle,R. Hoskins,Safe at home,Force Play,L. Barrett,Welke,Confirmed,1:05,https://bit.ly/2HnrP40
2018-04-21,CHI @ COL,T1,UMPIRE,W. Contreras,In play; Double,Potential HR,Carapazza,G. Gibson,Stands,2:23,https://bit.ly/2Kbxw2q
2018-04-21,NYM @ ATL,B6,Callaway,E. Inciarte,Safe at 3rd,Tag Play,Iassogna,Davis,Overturned,1:25,https://bit.ly/2JlqBT4
2018-04-21,NYM @ ATL,T8,Callaway,J. Reyes,Out at 2nd,Force Play,Hoberg,Davis,Overturned,1:57,https://bit.ly/2HJath2
2018-04-21,SEA @ TEX,T4,UMPIRE,N. Cruz,Foul Ball,Potential HR,Cooper,Cederstrom,Stands,1:22,https://bit.ly/2JiKElc
2018-04-21,SEA @ TEX,B9,Banister,R. Guzman,Out at 1st,Force Play,Visconti,Cederstrom,Stands,1:17,https://bit.ly/2HUx3kH
