date,game,inning,manager-ump,player-referenced,initial-call,play-type,calling-umpire,crew-chief,result,time-to-ruling,video,
"Wed., Apr. 13",SD @ PHI,B7,Mackanin,Burriss,Out at 2nd,Tag Play,T. Barrett,T. Barrett,Overturned,2:01,https://t.co/hbrSOw0SIB,
"Wed., Apr. 13",CLE @ TB,B8,Cash,Casali,Out at home,Tag Play,Muchlinski,Winters,Confirmed,1:20,https://t.co/WFco4GgC89,
"Wed., Apr. 13",ARI @ LAD,T1,Hale,Goldschmidt,Out at 1st,Force Play,Carlson,Gorman,Overturned,2:01,http://atmlb.com/1WuseAT,
"Wed., Apr. 13",ARI @ LAD,T4,Roberts,Tomas,Safe at 1st,Force Play,Carlson,Gorman,Overturned,0:51,https://t.co/ebUYMVvOFN,
"Wed., Apr. 13",ARI @ LAD,T4,Hale,Drury,Out at 3rd,Tag Play,Wolcott,Gorman,Stands,2:34,https://t.co/c8r2TLDDVD,
"Wed., Apr. 13",ARI @ LAD,B5,Roberts,Utley,Out at 2nd,Force Play,DiMuro,Gorman,Stands,1:42,http://atmlb.com/1T7Cw6Y,
"Thurs., Apr. 14",CLE @ TB,B5,Francona,Conger,Safe at 2nd,Tag Play,Foster,Winters,Overturned,1:25,https://t.co/L8ylZt59Zg,
"Thurs., Apr. 14",CWS @ MIN,T8,Molitor,Frazier,Safe at 1st,Force Play,West,West,Stands,3:04,https://t.co/hqNMHBDrIv,
"Thurs., Apr. 14",SF @ COL,T7,Weiss,Tomlinson,Safe at 1st,Force Play,Davis,Davis,Confirmed,2:12,https://t.co/C4NTQDtKD2,
"Thurs., Apr. 14",SF @ COL,T8,UMPIRE,Belt,In Play/Double,Potential HR,Drake,Davis,Overturned,1:03,http://atmlb.com/1TWJD4s,
"Thurs., Apr. 14",BAL @ TEX,B5,Banister,Andrus,Out at 3rd,Tag Play,Everitt,Everitt,Stands,2:49,http://atmlb.com/1XAf3N9,
"Fri., Apr. 15",NYM @ CLE,T2,Francona,N. Walker,Safe at home,Tag Play,Scott,Scott,Overturned,2:33,https://t.co/hftIB9YvhQ,
"Fri., Apr. 15",MIL @ PIT,T3,Counsell,Broxton,Out at 3rd,Tag Play,Joyce,Joyce,Overturned,1:31,https://t.co/ray5fIs0hy,
"Fri., Apr. 15",TOR @ BOS,B2,Gibbons,C. Vazquez,Safe at 2nd,Tag Play,Barksdale,T. Barrett,Stands,2:38,http://atmlb.com/1pbWAdJ,
"Fri., Apr. 15",WSH @ PHI,T3,Baker,Espinosa,Out at 1st,Force Play,Danley,West,Overturned,1:08,https://t.co/mo4cjZ9J12,
"Fri., Apr. 15",WSH @ PHI,T3,Mackanin,Ramos,Out at 2nd/No Violation,Slide Rule,Fletcher,West,Confirmed,0:57,https://t.co/6E9U0mJR7y,
"Fri., Apr. 15",CWS @ TB,T9,Cash,Jennings,No catch,Catch/no catch,Bucknor,Culbreth,Confirmed,1:40,https://t.co/ZpS0CdhV1z,
"Fri., Apr. 15",BAL @ TEX,B8,Showalter,Mazara,Safe at 3rd,Tag Play,Emmel,Everitt,Overturned,1:45,http://atmlb.com/1WbA1Tu,
"Fri., Apr. 15",ARI @ SD,B2,Green,M. Upton,Out at 3rd,Tag Play,Diaz,Nelson,Overturned,2:42,https://t.co/j7aXPeCRR8,
"Sat., Apr. 16",LAA @ MIN,T3,Scioscia,Pujols,Out at 1st,Tag Play,Kellogg,Kellogg,Confirmed,1:53,https://t.co/DcHJcTAaM5,
"Sat., Apr. 16",TOR @ BOS,T1,Gibbons,Bautista,Out at 3rd,Tag Play,T. Barrett,T. Barrett,Stands,2:32,https://t.co/9t0zBMjeIm,
"Sat., Apr. 16",TOR @ BOS,B8,UMPIRE,Ortiz,Safe at 2nd,Force Play,Little,T. Barrett,Overturned,2:41,https://t.co/Pos9uwWuVT,
"Sat., Apr. 16",WSH @ PHI,T3,Mackanin,Harper,Safe at 1st,Tag Play,Fletcher,West,Overturned,1:26,https://t.co/8bZes1P0WS,
"Sat., Apr. 16",DET @ HOU,B3,Ausmus,Altuve,Safe at 1st,Tag Play,Drake,Davis,Overturned,0:48,https://t.co/x0lfzher4I,
"Sat., Apr. 16",DET @ HOU,T6,Ausmus,J. Iglesias,Out at 2nd,Tag Play,Torres,Davis,Overturned,1:01,https://t.co/xmeBrm0T2z,
"Sat., Apr. 16",ATL @ MIA,T9,Mattingly,Peterson,Safe at 1st,Force Play,Cooper,Cederstrom,Overturned,0:38,https://t.co/grABfu3DBx,
"Sat., Apr. 16",BAL @ TEX,B8,Banister,DeShields,Out at 2nd,Tag Play,Everitt,Everitt,Stands,1:38,https://t.co/MpBX8T3ezj,
"Sat., Apr. 16",ARI @ SD,T8,Green,Weeks,Safe at home,Tag Play,Nelson,Nelson,Stands,3:06,https://t.co/FiWgqYMuB6,
"Sat., Apr. 16",ARI @ SD,B9,Hale,Al. Ramirez,Safe at 2nd,Tag Play,Diaz,Nelson,Overturned,1:51,https://t.co/ciZU7nmsXE,
"Sun., Apr. 17",WSH @ PHI,T1,Mackanin,Harper,Safe at 2nd,Tag Play,West,West,Overturned,2:23,https://t.co/6wXRuLbgQS,
"Sun., Apr. 17",CWS @ TB,T3,Cash,Eaton,Safe at 1st,Force Play,Reynolds,Culbreth,Stands,1:24,https://t.co/yZHmkzxmQu,
"Sun., Apr. 17",MIL @ PIT,B3,Counsell,Nicasio,Safe at 1st,Force Play,Joyce,Joyce,Confirmed,0:37,https://t.co/Xg3T2puzil,
"Sun., Apr. 17",CIN @ STL,T4,Price,Duvall,Out at 1st,Force Play,Meals,Meals,Stands,2:38,https://t.co/1c0ianM0Ym,
"Sun., Apr. 17",WSH @ PHI,T6,Baker,Harper,Out at 1st,Force Play,Ripperger,West,Confirmed,1:16,https://t.co/rgW6Yl0FE2,
"Sun., Apr. 17",TOR @ BOS,T7,Farrell,Encarnacion,Safe at 2nd,Tag Play,T. Barrett,T. Barrett,Stands,2:46,https://t.co/hMw0DR459A,
"Sun., Apr. 17",WSH @ PHI,T8,Mackanin,Heisey,Safe at 1st,Force Play,Ripperger,West,Overturned,1:43,https://t.co/R3hpl9tvBN,
"Sun., Apr. 17",CIN @ STL,B6,Matheny,G. Garcia,Ball; No HBP,HBP,Nauert,Meals,Overturned,0:42,https://t.co/nCPsQffP5B,
"Sun., Apr. 17",WSH @ PHI,B9,Mackanin,Herrera,Out at 1st,Force Play,Ripperger,West,Stands,1:52,https://t.co/nLEzOg1FXo,
"Sun., Apr. 17",ATL @ MIA,T10,Gonzalez,Peterson,Out at home,Tag Play,Cooper,Cederstrom,Confirmed,1:31,https://t.co/aerTTWfC4R,
"Sun., Apr. 17",ARI @ SD,T3,Hale,Weeks,Out at 2nd,Tag Play,Blaser,Nelson,Overturned,1:57,https://t.co/qf1c3aPXBR,
"Sun., Apr. 17",ARI @ SD,T4,Green,Herrmann,Safe at 1st,Force Play,Diaz,Nelson,Overturned,2:15,https://t.co/pIFvdsfst4,
"Sun., Apr. 17",LAA @ MIN,B12,Molitor,Mauer,Out at 2nd,Force Play,Tumpane,Kellogg,Stands,1:57,https://t.co/yMM7fyuA2p,
"Mon., Apr. 18",WSH @ MIA,T2,Baker,Murphy,Foul ball,Fair/foul,Wendelstedt,Layne,Stands,1:56,https://t.co/2ZCBxcNHGr,
"Mon., Apr. 18",WSH @ MIA,B2,Mattingly,Hechavarria,Out at 2nd,Force Play,Layne,Layne,Overturned,1:26,https://t.co/MhDEwubURF,
"Mon., Apr. 18",COL @ CIN,B5,Price,Bruce,Out at 3rd,Tag Play,Wolf,Cederstrom,Confirmed,1:31,https://t.co/cnYGBsPUpG,
"Mon., Apr. 18",WSH @ MIA,B7,Mattingly,Stanton,Out at 1st,Tag Play,T. Gibson,Layne,Overturned,2:37,https://t.co/ODvhXCh6rS,
"Mon., Apr. 18",CHI @ STL,T8,Maddon,Montero,Out at 1st,Tag Play,Davis,Davis,Stands,3:09,https://t.co/2wxC6tOzJx,
"Mon., Apr. 18",ARI @ SF,T1,Hale,Segura,Out at 1st,Force Play,Tichenor,Miller,Overturned,0:40,https://t.co/zPgz5nRu3A,
"Mon., Apr. 18",ARI @ SF,B7,Hale,Crawford,Fan Interference/Double,Fan Interference,Knight,Miller,Confirmed,1:50,https://t.co/RIGT1M7vDR,
"Tues., Apr. 19",SEA @ CLE,B1,Francona,Kipnis,Out at 1st,Force Play,Tumpane,Kellogg,Overturned,1:43,https://t.co/IFxzhPjXhB,
"Tues., Apr. 19",TOR @ BAL,B4,Gibbons,Wieters,Safe at 1st,Force Play,Randazzo,Hallion,Stands,3:17,https://t.co/yPJBSYB7eh,
"Tues., Apr. 19",TB @ BOS,T6,Farrell,Longoria,Safe at 1st,Force Play,Basner,Joyce,Overturned,1:12,https://t.co/XjDQN8pdpH,
"Tues., Apr. 19",TOR @ BAL,B7,UMPIRE,Wieters,Home Run,Potential HR,Randazzo,Hallion,Confirmed,1:01,https://t.co/U8LljhLQcs,
"Tues., Apr. 19",WSH @ MIA,T9,Baker,Taylor,Out at 1st,Force Play,Wendelstedt,Layne,Confirmed,1:16,https://t.co/V4f22Sw4B3,
"Tues., Apr. 19",TB @ BOS,T9,Farrell,Jennings,Out at 2nd/No Violation,Slide Rule,Hoye,Joyce,Confirmed,2:21,https://t.co/GuOVuWAoBM,
"Tues., Apr. 19",CHI @ STL,T7,Matheny,Baez,Hit by Pitch,HBP,Davis,Davis,Overturned,1:53,http://atmlb.com/1SyPo6j,
"Tues., Apr. 19",LAA @ CWS,T8,Scioscia,Pennington,Fan Interference/Out,Fan Interference,Meals,Meals,Stands,2:09,http://atmlb.com/1VOemme,
"Tues., Apr. 19",HOU @ TEX,B6,Hinch,DeShields,Safe at 1st,Tag Play,Hudson,Hudson,Overturned,1:56,https://t.co/kGglarBDfl,
"Tues., Apr. 19",PIT @ SD,T4,Green,Polanco,Safe at home,Tag Play,Carlson,Gorman,Overturned,2:19,https://t.co/ndjDJTM0OY,
"Tues., Apr. 19",ARI @ SF,B5,Bochy,Panik,Out at 2nd,Tag Play,Hoberg,Miller,Overturned,1:06,https://t.co/uA4IAqATgU,
"Tues., Apr. 19",PIT @ SD,B5,Green,Amarista,Out at 2nd,Tag Play,Wolcott,Gorman,Confirmed,0:46,https://t.co/w0cbpUmt72,
"Wed., Apr. 20",CHI @ STL,B2,Maddon,Carpenter,Safe at 1st,Force Play,Drake,Davis,Overturned,1:19,https://t.co/lwQgcGf9hC,
"Wed., Apr. 20",COL @ CIN,T7,Weiss,Garneau,Out at 3rd,Touching a Base,Ad. Johnson,Cederstrom,Stands,3:10,https://t.co/vVVONtnXo7,
"Wed., Apr. 20",LAA @ CWS,T8,Ventura,Giavotella,Safe at 1st,Force Play,Nauert,Meals,Confirmed,1:28,https://t.co/7ursIFLXIy,
"Wed., Apr. 20",NYM @ PHI,T2,UMPIRE,A. Cabrera,Home Run,Potential HR,DeMuth,DeMuth,Overturned,2:33,https://t.co/5tteTKEqri,
"Wed., Apr. 20",TB @ BOS,T3,Farrell,Kiermaier,Safe at 1st,Force Play,Hoye,Joyce,Overturned,1:45,https://t.co/2KhwUVJLou,
"Wed., Apr. 20",HOU @ TEX,T1,Hinch,Springer,Out at 2nd,Tag Play,Reyburn,Hudson,Confirmed,1:16,https://t.co/LyE94077Ks,
"Wed., Apr. 20",OAK @ NYY,B7,Girardi,Gregorius,Out at 3rd,Tag Play,Diaz,Nelson,Stands,2:12,https://t.co/NN0Em4oqjx,
"Wed., Apr. 20",LAD @ ATL,T7,Gonzalez,E. Hernandez,Safe at 2nd,Tag Play,Little,T. Barrett,Stands,2:28,https://t.co/QmNrgSAV65,
"Thurs., Apr. 21",LAD @ ATL,B1,Gonzalez,D. Castro,Out at 3rd,Tag Play,T. Barrett,T. Barrett,Confirmed,2:32,https://t.co/KtchObNgmc,
"Thurs., Apr. 21",LAD @ ATL,T7,Roberts,Kershaw,Out at home,Tag Play,Hernandez,T. Barrett,Stands,4:48,https://t.co/b14z7EAked,
"Thurs., Apr. 21",TB @ BOS,B2,Farrell,H. Ramirez,Out at 1st,Force Play,Fairchild,Joyce,Stands,2:55,https://t.co/FoeH8dXM7C,
"Thurs., Apr. 21",SEA @ CLE,B9,Francona,Lindor,Out at 2nd,Tag Play,Porter,Kellogg,Confirmed,1:15,https://t.co/D7O2pF5rej,
"Thurs., Apr. 21",MIN @ MIL,T7,Counsell,Rosario,Safe at 2nd,Tag Play,Timmons,Everitt,Confirmed,1:28,https://t.co/sPkBvD0Hys,
"Thurs., Apr. 21",LAA @ CWS,T9,Ventura,Calhoun,Safe at 2nd,Tag Play,Conroy,Meals,Confirmed,1:59,https://t.co/9K7VbMERLC,
"Thurs., Apr. 21",ARI @ SF,T4,Hale,Owings,Out at 1st,Tag Play,Knight,Miller,Stands,2:49,http://atmlb.com/1SBn5ah,
"Thurs., Apr. 21",TOR @ BAL,B1,Gibbons,Rickard,Safe at 2nd,Tag Play,Hallion,Hallion,Stands,2:34,https://t.co/zG6MEzV1Gt,
"Fri., Apr. 22",TB @ NYY,T3,Girardi,Pearce,Safe at 1st,Force Play,T. Barrett,T. Barrett,Confirmed,1:40,http://atmlb.com/23VJncc,
"Fri., Apr. 22",OAK @ TOR,T3,Melvin,Crisp,Out at 2nd,Force Play,Morales,Meals,Overturned,2:29,https://t.co/ZLGnyi1i08,
"Fri., Apr. 22",OAK @ TOR,B4,Melvin,Encarnacion,Safe at 1st,Force Play,Conroy,Meals,Overturned,1:27,https://t.co/Yfr66xV59f,
"Fri., Apr. 22",TEX @ CWS,B1,Banister,Eaton,Out at 2nd/No Violation,Slide Rule,Rackley,Vanover,Confirmed,1:00,https://t.co/72HMTqQJBt,
"Fri., Apr. 22",CHI @ CIN,T8,Price,Zobrist,Safe at 2nd,Tag Play,Lentz,DeMuth,Overturned,1:31,http://atmlb.com/1NLKBKu,
"Fri., Apr. 22",BOS @ HOU,T5,Farrell,H. Ramirez,Out at 2nd,Tag Play,Randazzo,Hallion,Confirmed,1:31,https://t.co/PGwJtJMifP,
"Fri., Apr. 22",BOS @ HOU,B6,Hinch,Springer,Out at 3rd,Tag Play,Bellino,Hallion,Stands,2:20,http://atmlb.com/1NLKVIV,
"Fri., Apr. 22",OAK @ TOR,B9,Gibbons,Carrera,Out at 1st,Force Play,Conroy,Meals,Stands,3:19,https://t.co/EZs09pnM4g,
"Fri., Apr. 22",PIT @ ARI,B8,Hale,Goldschmidt,Out at 1st,Force Play,Fagan,Hudson,Overturned,1:34,http://atmlb.com/1T034UK,
"Fri., Apr. 22",STL @ SD,B7,Matheny,Myers,Safe at 3rd,Tag Play,Baker,Everitt,Confirmed,1:52,https://t.co/cfOR7SiNhH,
"Fri., Apr. 22",SEA @ LAA,T9,Servais,Lind,Out at 2nd,Tag Play,Miller,Miller,Confirmed,1:52,http://atmlb.com/23VKB7q,
"Sat., Apr. 23",TB @ NYY,T3,Girardi,Kiermaier,Safe at 2nd,Tag Play,Hernandez,T. Barrett,Overturned,1:25,https://t.co/4tATGwyDQO,
"Sat., Apr. 23",OAK @ TOR,T5,Gibbons,Phegley,Safe at 1st,Force Play,Morales,Meals,Overturned,1:26,https://t.co/6a8tojJAGf,
"Sat., Apr. 23",MIN @ WSH,B7,Baker,Heisey,Out at 1st,Force Play,Basner,Joyce,Stands,3:02,https://t.co/hTdpf5ugxR,
"Sat., Apr. 23",TEX @ CWS,B5,Banister,Rollins,Safe at 2nd,Tag Play,Vanover,Vanover,Overturned,1:09,https://t.co/lrHZnA06eL,
"Sat., Apr. 23",BOS @ HOU,B7,Hinch,Altuve,Out at 3rd,Tag Play,Hallion,Hallion,Stands,2:13,https://t.co/2eZOyLIKhZ,
"Sat., Apr. 23",LAD @ COL,T5,Roberts,A. Gonzalez,Out at 1st,Tag Play,T. Gibson,Wendelstedt,Overturned,1:00,http://atmlb.com/1pyri0R,
"Sat., Apr. 23",MIA @ SF,T2,Mattingly,Bour,Out at 2nd,Force Play,Wolcott,Gorman,Confirmed,1:32,https://t.co/Xj0z0tRoVz,
"Sat., Apr. 23",MIA @ SF,B7,Bochy,Span,Out at 2nd,Tag Play,Wolcott,Gorman,Stands,3:14,http://atmlb.com/24fDeEq,
"Sun., Apr. 24",CHI @ CIN,T1,UMPIRE,Rizzo,HR/No Fan Interference,Potential HR,DeMuth,DeMuth,Confirmed,2:36,https://t.co/8OU1rvdhRK,
"Sun., Apr. 24",OAK @ TOR,T2,Gibbons,Alonso,Safe at 2nd,Tag Play,Meals,Meals,Overturned,0:49,https://t.co/MxG29uYZgK,
