date,game,inning,manager-ump,player-referenced,initial-call,play-type,calling-umpire,crew-chief,result,time-to-ruling,video,
2017-05-21,KC @ MIN (G1),T8,Yost,W. Merrifield,Out at 2nd,Tag Play,Danley,Miller,Stands,1:15,https://t.co/8MHmC7AySH,
2017-05-21,ARI @ SD,B5,Green,W. Myers,Fan Interference,Fan Interference,Gorman,Gorman,Stands,1:10,https://t.co/06hPmxWE8v,
2017-05-22,COL @ PHI,B3,Black,C. Rupp,No fan interference,Fan Interference,Conroy,Meals,Stands,1:38,https://t.co/RSlMwaRMAG,
2017-05-22,MIN @ BAL,T3,Showalter,B. Dozier,Fair Ball,Fair/Foul,Scheurwater,G. Gibson,Stands,2:39,https://t.co/LkonbSO9Gi,
2017-05-22,KC @ NYY,T7,Girardi,A. Escobar,Safe at 1st,Force Play,Hudson,Layne,Overturned,0:49,https://t.co/sqkHZjQlNd,
2017-05-22,DET @ HOU,T5,Hinch,T. Collins,Safe at 2nd,Tag Play,Hoye,DeMuth,Overturned,0:59,https://t.co/Y3VOnVxGGj,
2017-05-22,SF @ CHI,B5,Maddon,J. Baez,Out at 1st,Force Play,Blaser,Nelson,Overturned,2:13,https://t.co/Ajed4GdN7g,
2017-05-22,COL @ PHI,T9,UMPIRE,A. Amarista,Out at 1st,Force Play,Conroy,Meals,Overturned,2:00,https://t.co/zRWkjulH7z,
2017-05-22,CWS @ ARI,B6,Renteria,J. Lamb,Safe at home,Force Play,Tumpane,T. Barrett,Stands,2:37,https://t.co/B3awQMRERY,
2017-05-23,TEX @ BOS,T7,Banister,S. Leon,No violation,Collision Rule,Welke,Welke,Confirmed,1:10,https://t.co/ASgg10aGVi,
2017-05-23,TEX @ BOS,T7,Banister,N. Mazara,Out at home,Tag Play,Welke,Welke,Stands,1:10,https://t.co/ASgg10aGVi,
2017-05-23,CWS @ ARI,B4,Renteria,B. Drury,Safe at 2nd,Force Play,Barksdale,T. Barrett,Overturned,0:51,https://t.co/fzUxjybYU0,
2017-05-23,STL @ LAD,T5,Matheny,J. Peralta,Out at 1st,Force Play,Drake,Davis,Confirmed,1:15,https://t.co/DeYfBu1gmR,
2017-05-24,CWS @ ARI,T5,Renteria,C. Owings,Catch,Catch/No Catch,Barksdale,T. Barrett,Overturned,0:42,https://t.co/VgMbXlzd2I,
2017-05-24,CIN @ CLE,B4,UMPIRE,R. Perez,Foul ball,Potential HR,Fagan,Kellogg,Confirmed,0:46,https://t.co/Y5VNA1t2TA,
2017-05-24,COL @ PHI,T2,Black,I. Desmond,Out at 2nd,Force Play,Meals,Meals,Stands,1:30,https://t.co/4sq1NkqKb1,
2017-05-24,LAA @ TB,B6,Cash,L. Morrison,Out at 2nd,Tag Play,Porter,West,Stands,1:33,https://t.co/VXf1GJUd4D,
2017-05-24,PIT @ ATL,T9,Hurdle,G. Ngoepe,Out at 1st,Force Play,Hallion,Hallion,Overturned,1:22,https://t.co/AcmIHnohCJ,
2017-05-24,CIN @ CLE,T9,Price,B. Hamilton,Out at 1st,Force Play,Timmons,Kellogg,Overturned,3:15,https://t.co/Gq6J6m3sjS,
2017-05-25,COL @ PHI,T3,Mackanin,I. Desmond,Safe at 2nd,Tag Play,Conroy,Meals,Overturned,2:10,https://t.co/eTGP9iT7uc,
2017-05-25,LAA @ TB,B7,Scioscia,K. Kiermaier,Safe at 2nd,Tag Play,West,West,Stands,3:22,https://t.co/5gxj7VkuID,
2017-05-25,SF @ CHI,T5,Maddon,D. Span,Safe at 1st,Tag Play,Eddings,Nelson,Overturned,2:06,https://t.co/MtHD43lEEU,
2017-05-25,ARI @ MIL,B2,Counsell,K. Broxton,Out at 2nd,Tag Play,G. Gibson,G. Gibson,Confirmed,1:16,https://t.co/J16O1VWRAU,
2017-05-25,ARI @ MIL,B4,UMPIRE,J. Aguilar,Out at 2nd,Force Play,G. Gibson,G. Gibson,Stands,2:47,https://t.co/xjIIOmK923,
2017-05-25,ARI @ MIL,T5,Lovullo,D. Peralta,Out at 1st,Force Play,Reynolds,G. Gibson,Stands,2:17,https://t.co/7aolbYaMDT,
2017-05-25,DET @ HOU,T5,UMPIRE,J. Martinez,In play; Double,Potential HR,Guccione,DeMuth,Confirmed,1:18,https://t.co/h2AKPI1FNt,
2017-05-25,TEX @ BOS,T9,UMPIRE,N. Mazara,No Hit by Pitch,Rules Check,Fairchild,Welke,Rules Check,0:48,http://atmlb.com/2rHJElv,
2017-05-26,ARI @ MIL,B3,Lovullo,O. Arcia,Safe at 1st,Tag Play,G. Gibson,G. Gibson,Overturned,1:50,https://t.co/owCc7i8Vqy,
2017-05-26,OAK @ NYY,T8,Girardi,K. Davis,Safe at 1st,Force Play,Little,Kellogg,Stands,1:04,https://t.co/weTyiuxt9M,
2017-05-26,DET @ CWS,T2,Ausmus,J. Upton,Out at 1st,Tag Play,Lentz,Hallion,Overturned,0:46,https://t.co/zcjw3tzMWl,
2017-05-26,ARI @ MIL,B6,Counsell,E. Thames,Out at home,Tag Play,Reynolds,G. Gibson,Stands,2:06,https://t.co/cDlOpK3jtu,
2017-05-26,LAA @ MIA,B8,Scioscia,G. Stanton,Safe at home,Tag Play,Meals,Meals,Overturned,1:18,https://t.co/2QWsKheFRt,
2017-05-26,TEX @ TOR,T9,Gibbons,N. Mazara,Safe at 1st,Force Play,West,West,Confirmed,0:41,https://t.co/5fa6WRtnKr,
2017-05-26,CHI @ LAD,T3,Roberts,K. Bryant,Safe at 2nd,Tag Play,Iassogna,Gorman,Overturned,1:03,https://t.co/vFPnmfYNG6,
2017-05-26,CHI @ LAD,B5,Maddon,C. Utley,Safe at 1st,Force Play,T. Gibson,Gorman,Overturned,2:15,https://t.co/GwE9tCWZYC,
2017-05-26,DET @ CWS,B8,Ausmus,L. Garcia,Hit by Pitch,HBP,Cuzzi,Hallion,Stands,3:03,https://t.co/XQq9vuZzIy,
2017-05-27,TEX @ TOR,T9,Banister,R. Odor,Out at 1st,Force Play,Wendeltstedt,West,Confirmed,1:17,https://t.co/py9JEK6sRz,
2017-05-27,SD @ WSH,B3,Baker,B. Harper,Out at 2nd,Force Play,Layne,Layne,Stands,2:49,https://t.co/yyhDFbiPo0,
2017-05-27,LAA @ MIA,B5,Scioscia,D. Gordon,Safe at 1st,Tag Play,Woodring,Meals,Overturned,2:25,https://t.co/mLBOjvbNln,
2017-05-27,KC @ CLE,B4,UMPIRE,J. Kipnis,Foul ball,Potential HR,Marquez,Welke,Confirmed,0:55,https://t.co/TwMQmzp3uv,
2017-05-27,LAA @ MIA,T8,Mattingly,C. Maybin,Safe at 3rd,Force Play,Meals,Meals,Confirmed,0:41,https://t.co/Re2yny56nl,
2017-05-27,BAL @ HOU,B1,Showalter,C. Correa,Safe at 2nd,Tag Play,Winters,Winters,Overturned,0:39,http://atmlb.com/2qDdqTS,
2017-05-27,CHI @ LAD,T4,Roberts,I. Happ,Safe at 2nd,Tag Play,Gorman,Gorman,Overturned,0:54,http://atmlb.com/2r8vuZy,
2017-05-27,ATL @ SF,T8,Snitker,N. Markakis,Out at 1st,Force Play,Drake,Davis,Overturned,0:55,https://t.co/0AXMJ5FGDL,
2017-05-28,OAK @ NYY,T2,Girardi,R. Healy,Safe at 2nd,Tag Play,Timmons,Kellogg,Overturned,1:00,http://atmlb.com/2rho5Wj,
2017-05-28,TEX @ TOR,T2,Banister,J. Gallo,Out at 2nd,Force Play,Porter,West,Confirmed,1:03,https://t.co/JQxbZcJLBN,
2017-05-28,TEX @ TOR,T2,Banister,R. Rua,Out at 1st,Force Play,Fletcher,West,Overturned,1:03,https://t.co/JQxbZcJLBN,
2017-05-28,TB @ MIN,B1,Cash,J. Polanco,Safe at 3rd,Tag Play,Torres,DeMuth,Overturned,1:30,http://atmlb.com/2qx2prW,
2017-05-28,BAL @ HOU,B3,Hinch,E. Gattis,Out at 2nd,Force Play,Whitson,Winters,Overturned,1:24,http://atmlb.com/2rSbMlV,
2017-05-28,OAK @ NYY,B7,Melvin,K. Davis,No catch,Catch/No Catch,Little,Kellogg,Confirmed,1:13,https://t.co/4zMeigxPyW,
2017-05-28,SEA @ BOS,T8,Servais,J. Dyson,Out at 3rd,Tag Play,Dreckman,Everitt,Stands,1:41,http://atmlb.com/2qDkf80,
2017-05-28,CHI @ LAD,T1,Maddon,A. Rizzo,Out at 1st,Force Play,Gorman,Gorman,Overturned,0:35,http://atmlb.com/2sjm4Zb,
2017-05-28,SD @ WSH,T5,Green,C. d'Arnaud,Out at 2nd,Tag Play,Ortiz,Layne,Overturned,2:26,http://atmlb.com/2sjjSAF,
2017-05-28,TB @ MIN,B8,Molitor,B. Dozier,Out at home,Tag Play,Hoye,DeMuth,Stands,1:12,http://atmlb.com/2sbivVw,
2017-05-28,STL @ COL,B8,Matheny,D. LeMahieu,Safe at 3rd,Tag Play,Tumpane,T. Barrett,Confirmed,0:54,http://atmlb.com/2rhueSy,
2017-05-28,TB @ MIN,T9,UMPIRE,E. Longoria,Safe at home,Tag Play,Hoye,DeMuth,Stands,2:42,http://atmlb.com/2qyF2u8,
2017-05-28,ATL @ SF,T9,Bochy,R. Ruiz,Safe at 2nd,Force Play,Davis,Davis,Overturned,1:00,https://t.co/bGiLIq6G9t,
2017-05-29,ARI @ PIT,T1,Lovullo,D. Peralta,Ball; No HBP,HBP,Johnson,Cederstrom,Overturned,1:54,https://t.co/d7RoDka1Ea,
2017-05-29,HOU @ MIN,T8,Hinch,A. Bregman,Out at 2nd,Force Play,Wolf,Holbrook,Confirmed,0:46,https://t.co/9vqkPnwagp,
2017-05-29,CHI @ SD,T8,Maddon,A. Russell,Ball; No HBP,HBP,Segal,Davis,Overturned,1:01,https://t.co/DSZexYVom9,
2017-05-29,DET @ KC,B1,Ausmus,L. Cain,Safe at 1st,Force Play,Timmons,Kellogg,Overturned,0:41,https://t.co/2dEM48batz,
2017-05-29,DET @ KC,B3,Yost,A. Gordon,Out at 2nd,Force Play,Little,Kellogg,Overturned,0:44,https://t.co/GfPCV1Vt8l,
2017-05-29,PHI @ MIA,T6,Mackanin,T. Joseph,Foul ball,Fair/Foul,Eddings,Nelson,Stands,1:21,https://t.co/zgIfuBjb2d,
2017-05-29,ATL @ LAA,B4,UMPIRE,L. Valbuena,HR; No Interference,Potential HR,Tumpane,T. Barrett,Confirmed,1:20,http://atmlb.com/2rhHir2,
2017-05-30,OAK @ CLE,T2,Francona,M. Joyce,Safe at 1st,Force Play,Ripperger,Hallion,Overturned,1:15,https://t.co/nMOFnEE2HW,
2017-05-30,LAD @ STL,B1,Matheny,A. Diaz,Out at 1st,Force Play,Muchlinski,Winters,Overturned,1:13,https://t.co/u36GTXe9qy,
2017-05-30,ARI @ PIT,T7,UMPIRE,P. Goldschmidt,In play; Double,Potential HR,Cederstrom,Cederstrom,Confirmed,2:19,https://t.co/ektT6NRftQ,
2017-05-30,NYY @ BAL,T5,Showalter,C. Headley,Safe at 2nd,Force Play,Tichenor,Miller,Overturned,1:57,https://t.co/4mzht7FXbD,
2017-05-30,LAD @ STL,T5,Roberts,F. Gutierrez,Out at 2nd,Force Play,Foster,Winters,Stands,1:53,https://t.co/L4pcqDuHcv,
2017-05-30,SEA @ COL,T7,Black,B. Gamel,Safe at home,Tag Play,Wolcott,Emmel,Overturned,2:53,https://t.co/6CaWXc8eiv,
2017-05-30,SEA @ COL,T7,Servais,R. Hanigan,No violation,Collision Rule,Wolcott,Emmel,Confirmed,2:07,https://t.co/6CaWXc8eiv,
2017-05-30,TB @ TEX,T8,Cash,T. Beckham,Out at 1st,Force Play,Conroy,Meals,Overturned,0:51,https://t.co/VmqoNvRNFC,
2017-05-30,TB @ TEX,T8,Banister,T. Beckham,Safe at 2nd,Tag Play,Woodring,Meals,Stands,1:16,http://atmlb.com/2qJbCtz,
2017-05-30,TB @ TEX,B8,Cash,R. Rua,Safe at 3rd,Tag Play,Carlson,Meals,Stands,2:00,https://t.co/KTJVbq1Ojm,
2017-05-30,BOS @ CWS,T8,Farrell,H. Ramirez,Out at 1st,Force Play,G. Gibson,G. Gibson,Stands,2:23,https://t.co/eY8iazc7FE,
2017-05-30,MIL @ NYM,T12,Collins,M. Pina,Safe at 2nd,Force Play,Ortiz,Culbreth,Overturned,1:08,https://t.co/jgpNp56fEz,
2017-05-31,TB @ TEX,B5,Cash,S. Choo,No violation,Slide Rule,Carlson,Meals,Confirmed,1:51,https://t.co/P44LMdsRF2,
2017-05-31,TB @ TEX,B5,Cash,E. Andrus,Safe at 1st,Force Play,Woodring,Meals,Confirmed,1:51,https://t.co/P44LMdsRF2,
2017-05-31,TB @ TEX,T6,Banister,C. Rasmus,Safe at 3rd,Tag Play,Meals,Meals,Overturned,1:07,https://t.co/jwfeUZz2HQ,
2017-05-31,TB @ TEX,B7,Banister,D. Norris,No violation,Collision Rule,Conroy,Meals,Confirmed,1:20,https://t.co/f2Sm5riHOw,
2017-05-31,TB @ TEX,B7,Banister,P. Kozma,Out at home,Tag Play,Conroy,Meals,Confirmed,1:20,https://t.co/f2Sm5riHOw,
2017-05-31,ATL @ LAA,B7,Snitker,M. Maldonado,No violation,Slide Rule,Tumpane,T. Barrett,Confirmed,1:42,https://t.co/l2svXdJY1J,
2017-06-1,OAK @ CLE,T5,Francona,C. Pinder,Hit by Pitch,HBP,Hallion,Hallion,Overturned,1:03,https://t.co/zhkDYyjlbs,
2017-06-1,OAK @ CLE,B6,Melvin,B. Zimmer,Safe at 1st,Force Play,Cuzzi,Hallion,Confirmed,0:49,https://t.co/CtoYHHxm2b,
2017-06-1,OAK @ CLE,B6,Francona,C. Santana,Out at home,Tag Play,Hallion,Hallion,Overturned,0:49,https://t.co/CtoYHHxm2b,
2017-06-1,BOS @ BAL,B6,UMPIRE,A. Jones,No Interference; HR,Potential HR,Blaser,Nelson,Confirmed,1:04,https://t.co/aD8Iiu50yG,
2017-06-1,NYY @ TOR,T7,Gibbons,D. Gregorius,Safe at home,Tag Play,Morales,Cederstrom,Stands,3:09,https://t.co/7Fb4GCDdqp,
2017-06-1,ARI @ MIA,T8,Mattingly,C. Herrmann,Safe at 2nd,Tag Play,Miller,Miller,Stands,2:17,https://t.co/SiwackF3Xa,
2017-06-1,ARI @ MIA,T8,UMPIRE,R. Fuentes,Safe at 1st,Force Play,Hamari,Miller,Overturned,0:55,https://t.co/Wjnfh0FzVi,
2017-06-1,MIN @ LAA,B6,Molitor,A. Simmons,Safe at 1st,Force Play,Fagan,Kellogg,Overturned,0:54,https://t.co/UizzlZtuGa,
2017-06-1,MIN @ LAA,T9,Scioscia,J. Polanco,Safe at 3rd,Tag Play,Little,Kellogg,Stands,2:13,https://t.co/COIOzBo6gY,
2017-06-2,NYY @ TOR,B2,Gibbons,E. Carrera,Out at 1st,Force Play,Cooper,Cederstrom,Overturned,0:55,https://t.co/0JGRw71lhp,
2017-06-2,NYY @ TOR,B7,Girardi,J. Smoak,Safe at 1st,Force Play,Cooper,Cederstrom,Stands,1:40,https://t.co/iTewI3mVw6,
2017-06-2,CLE @ KC,B6,Yost,L. Cain,Out at 1st,Force Play,Hickox,Meals,Overturned,1:20,https://t.co/BA5dYlQ7YM,
2017-06-2,LAD @ MIL,T9,Counsell,K. Hernandez,Safe at 2nd,Tag Play,Holbrook,Holbrook,Confirmed,1:28,https://t.co/gRHqk6S7vX,
2017-06-2,HOU @ TEX,B2,Hinch,R. Odor,Safe at 1st,Tag Play,Hernandez,T. Barrett,Overturned,1:03,https://t.co/Fu56M5pZa9,
2017-06-2,COL @ SD,T4,Black,T. Wolters,Out at 3rd,Tag Play,T. Gibson,Gorman,Stands,1:02,https://t.co/Zs9QoIprnl,
2017-06-2,LAD @ MIL,B11,Roberts,J. Aguilar,Hit by Pitch,HBP,May,Holbrook,Stands,2:02,https://t.co/1tXmuDsBfY,
2017-06-2,LAD @ MIL,B12,UMPIRE,J. Villar,Safe at 2nd,Tag Play,Holbrook,Holbrook,Stands,1:09,https://t.co/d74UCzhjWA,
2017-06-3,STL @ CHI,B5,Matheny,J. Baez,Safe at 3rd,Tag Play,Nauert,DeMuth,Overturned,1:05,https://t.co/dZKs5v6Nlh,
2017-06-3,SF @ PHI,B3,Bochy,C. Hernandez,Safe at 1st,Tag Play,Ripperger,Hallion,Overturned,0:48,https://t.co/5ZKXHiKtZI,
2017-06-3,ARI @ MIA,T4,Mattingly,P. Goldschmidt,Safe at 1st,Tag Play,Danley,Miller,Overturned,1:10,https://t.co/TaHj7tYEb5,
2017-06-3,ATL @ CIN,T5,Price,K. Suzuki,Safe at 3rd,Tag Play,Winters,Winters,Stands,2:27,https://t.co/PCtVGrXriW,
2017-06-3,ATL @ CIN,B6,Snitker,J. Peraza,Safe at 2nd,Force Play,Foster,Winters,Stands,1:39,https://t.co/MdfrkNZzQM,
2017-06-3,COL @ SD,T8,Black,D. LeMahieu,Out at 2nd,Force Play,T. Gibson,Gorman,Overturned,3:10,https://t.co/HSrU3tmJIb,
2017-06-3,WSH @ OAK,T7,Melvin,D. Murphy,Safe at 3rd,Tag Play,Emmel,Emmel,Overturned,0:44,https://t.co/1qMGTHrGVK,
2017-06-3,ATL @ CIN,T8,UMPIRE,D. Santana,Out at 1st,Force Play,Muchlinski,Winters,Confirmed,1:15,https://t.co/vsjYKN9jky,
2017-06-3,LAD @ MIL,T9,Counsell,Y. Puig,Safe at 2nd,Tag Play,Wolf,Holbrook,Confirmed,1:16,https://t.co/6eEdE5tJue,
2017-06-3,BOS @ BAL,B7,Farrell,T. Mancini,Safe at 1st,Force Play,Blaser,Nelson,Overturned,1:31,https://t.co/zkEclYSv2z,
2017-06-4,BOS @ BAL,B1,Showalter,J. Rickard,Out at 3rd,Tag Play,Eddings,Nelson,Overturned,1:49,https://t.co/6tHHQmueCn,
2017-06-4,ARI @ MIA,T4,UMPIRE,P. Goldschmidt,In play; Double,Potential HR,Tichenor,Miller,Confirmed,0:38,http://atmlb.com/2qQZ3wo,
2017-06-4,CWS @ DET,B4,Ausmus,J. Upton,Out at 2nd,Force Play,Carlson,Culbreth,Stands,2:03,http://atmlb.com/2sx26Lf,
2017-06-4,BOS @ BAL,B4,Farrell,M. Betts,No catch,Catch/No Catch,Diaz,Nelson,Overturned,1:00,https://t.co/IjrHD30jyJ,
2017-06-4,PIT @ NYM,T7,Hurdle,J. Harrison,Out at 2nd,Force Play,L. Barrett,G. Gibson,Overturned,1:14,https://t.co/tEeYMhCoEZ,
2017-06-4,HOU @ TEX,T1,Hinch,C. Correa,Ball; No HBP,HBP,Blakney,T. Barrett,Stands,1:50,https://t.co/VKxkKJVSVa,
2017-06-4,PIT @ NYM,T8,Collins,P. Gosselin,Safe at 1st,Force Play,G. Gibson,G. Gibson,Confirmed,0:50,http://atmlb.com/2ruuS0r,
2017-06-4,TB @ SEA,T3,UMPIRE,S. Souza,Foul ball,Potential HR,Segal,Davis,Confirmed,1:11,https://t.co/sXKts6fuoU,
2017-06-4,LAD @ MIL,B8,Counsell,T. Shaw,Out at 1st,Force Play,Wolf,Holbrook,Stands,1:44,http://atmlb.com/2rMW3Ev,
2017-06-4,CWS @ DET,B9,Renteria,N. Castellanos,Hit by Pitch,HBP,Culbreth,Culbreth,Confirmed,0:37,http://atmlb.com/2rEJUiH,
2017-06-4,WSH @ OAK,T8,Melvin,T. Turner,Safe at 2nd,Tag Play,Emmel,Emmel,Stands,1:52,http://atmlb.com/2ruP96h,
2017-06-4,MIN @ LAA,B9,Molitor,B. Revere,Safe at 2nd,Tag Play,Fagan,Kellogg,Overturned,1:30,http://atmlb.com/2qZB9hf,
2017-06-4,COL @ SD,T8,Green,G. Parra,Hit by Pitch,HBP,Ortiz,Gorman,Stands,1:57,http://atmlb.com/2sL1H77,
2017-06-4,WSH @ OAK,B9,UMPIRE,S. Vogt,Out at 1st,Force Play,O'Nora,Emmel,Overturned,1:11,http://atmlb.com/2qV0QnX,
2017-06-5,MIA @ CHI,T8,Maddon,J. Riddle,Safe at 1st,Tag Play,Emmel,Emmel,Overturned,1:03,https://t.co/k1W0svPGqx,
2017-06-6,CWS @ TB,T1,UMPIRE,Y. Sanchez,Home Run,Potential HR,Hamari,Miller,Stands,1:58,https://t.co/7J6PYQlBVG,
2017-06-6,STL @ CIN,T1,Price,S. Piscotty,Safe at 2nd,Tag Play,Welke,Marquez,Overturned,0:49,https://t.co/3eODdvnS4A,
2017-06-6,STL @ CIN,B3,Matheny,S. Piscotty,Catch,Catch/No Catch,Marquez,Marquez,Overturned,1:28,https://t.co/d2hGjAr2xE,
2017-06-6,SF @ MIL,T6,Counsell,A. Slater,Safe at 1st,Force Play,Woodring,Kulpa,Overturned,1:42,https://t.co/nkA7W2pbuj,
2017-06-6,HOU @ KC,B4,Hinch,L. Cain,Safe at 1st,Force Play,Eddings,Nelson,Overturned,0:59,https://t.co/l4JN4Smwc8,
2017-06-6,NYM @ TEX,B6,Banister,D. DeShields,Out at 1st,Force Play,Nauert,DeMuth,Overturned,1:34,https://t.co/Q3f2X4VBJ7,
2017-06-6,TOR @ OAK,T4,Gibbons,J. Smoak,Out at 1st,Force Play,Segal,Davis,Overturned,1:24,https://t.co/H4OnnzDnRg,
2017-06-7,CLE @ COL,T4,Black,F. Lindor,Safe at 3rd,Tag Play,Reyburn,G. Gibson,Overturned,0:50,https://t.co/pQvQ6MpGBG,
2017-06-7,WSH @ LAD,T8,Baker,T. Turner,Out at home,Tag Play,Whitson,T. Barrett,Confirmed,0:38,https://t.co/pk4DTX2rD7,
2017-06-7,NYM @ TEX,B1,Banister,N. Mazara,Out at 1st,Force Play,DeMuth,DeMuth,Overturned,1:35,https://t.co/tygdQ4e9rS,
2017-06-7,STL @ CIN,T6,Matheny,D. Mesoraco,No violation,Collision Rule,Marquez,Marquez,Confirmed,0:47,https://t.co/zui44LZwrP,
2017-06-7,STL @ CIN,T6,Matheny,E. Fryer,Out at home,Tag Play,Marquez,Marquez,Confirmed,0:46,https://t.co/zui44LZwrP,
2017-06-7,SF @ MIL,T3,Bochy,E. Nunez,Out at 2nd,Tag Play,Kulpa,Kulpa,Overturned,1:17,https://t.co/b3qe6yRU6L,
2017-06-7,NYM @ TEX,T4,UMPIRE,J. Bruce,In play; Triple,Potential HR,DeMuth,DeMuth,Overturned,1:05,https://t.co/D1cv6BUlYH,
2017-06-7,PIT @ BAL,T11,Hurdle,G. Polanco,Out at 1st,Tag Play,Layne,Layne,Overturned,1:04,https://t.co/3eK2Tso4yO,
2017-06-7,NYM @ TEX,T9,Banister,C. Granderson,Safe at 2nd,Force Play,Guccione,DeMuth,Confirmed,1:22,https://t.co/ZkeeRYW2SH,
2017-06-7,SD @ ARI,B7,Lovullo,P. Goldschmidt,Out at home,Tag Play,Fagan,Kellogg,Overturned,2:02,http://atmlb.com/2rarglU,
2017-06-8,SD @ ARI,T1,Lovullo,J. Pirela,Safe at 3rd,Tag Play,Fagan,Kellogg,Overturned,1:19,https://t.co/lBRr58Dbt5,
2017-06-8,SD @ ARI,B2,Green,N. Ahmed,Safe at 3rd,Tag Play,Fagan,Kellogg,Overturned,1:04,https://t.co/jqePXB4XuN,
2017-06-8,SF @ MIL,B9,Counsell,J. Aguilar,Dead ball; Double,Stadium Boundary,Hickox,Kulpa,Confirmed,1:02,https://t.co/7gw4Mkaxtd,
2017-06-8,PHI @ ATL,B2,Mackanin,E. Inciarte,Safe at 1st,Force Play,Baker,Everitt,Overturned,1:13,https://t.co/82aW4utLud,
2017-06-8,CWS @ TB,T5,Cash,Y. Sanchez,Safe at 1st,Force Play,Danley,Danley,Overturned,1:23,https://t.co/MsFZRFD4Ch,
2017-06-9,COL @ CHI,T6,UMPIRE,T. Story,Foul ball,Potential HR,Layne,Layne,Confirmed,1:03,https://t.co/Pg7wVliM0G,
2017-06-9,COL @ CHI,T8,Black,I. Desmond,Out at 2nd,Tag Play,Hudson,Layne,Stands,1:37,https://t.co/a9IwgwVwAE,
2017-06-9,MIA @ PIT,T1,Hurdle,D. Gordon,Safe at 2nd,Tag Play,Wolf,Holbrook,Overturned,1:40,https://t.co/ffvdXgdhiD,
2017-06-9,DET @ BOS,B1,Farrell,X. Bogaerts,Out at 2nd,Force Play,Marquez,Marquez,Confirmed,0:33,https://t.co/SIzJyN2QMf,
2017-06-9,DET @ BOS,T4,Ausmus,N. Castellanos,Out at 1st,Force Play,Rackley,Marquez,Stands,2:35,https://t.co/Vkw56ctIrL,
2017-06-9,LAA @ HOU,T2,Scioscia,E. Young,Out at 2nd,Tag Play,De Jesus,Emmel,Stands,1:46,https://t.co/lf3nf9oxEg,
2017-06-9,OAK @ TB,B4,UMPIRE,S. Souza,In play; Triple,Potential HR,Eddings,Nelson,Stands,2:14,https://t.co/oAkrlClpT5,
2017-06-9,MIA @ PIT,T6,Hurdle,D. Gordon,Safe at 2nd,Tag Play,Wolf,Holbrook,Confirmed,1:11,http://atmlb.com/2spaLmc,
2017-06-9,CWS @ CLE,T9,Renteria,Me. Cabrera,Out at 1st,Force Play,Dreckman,Everitt,Confirmed,0:31,http://atmlb.com/2sZ5n6u,
2017-06-9,KC @ SD,T9,Green,L. Cain,Safe at 1st,Force Play,Guccione,DeMuth,Stands,1:12,http://atmlb.com/2rXxRyT,
2017-06-10,COL @ CHI,T2,Maddon,J. Hoffman,Safe at 1st,Tag Play,Hudson,Layne,Overturned,0:56,https://t.co/JVSNk0xiTN,
2017-06-10,TEX @ WSH,T9,Baker,P. Kozma,Safe at home,Tag Play,Danley,Danley,Overturned,1:57,https://t.co/iuwxxlFr5B,
2017-06-10,COL @ CHI,T4,Maddon,T. Wolters,Safe at 2nd,Force Play,Layne,Layne,Overturned,0:46,https://t.co/mWq3fJ4HdG,
2017-06-10,OAK @ TB (G1),T10,Melvin,C. Pinder,Out at 1st,Force Play,Livensparger,Nelson,Stands,2:36,https://t.co/MjcTH4fRrt,
2017-06-10,KC @ SD,B6,Yost,A. Cordoba,Safe at 1st,Force Play,Torres,DeMuth,Overturned,1:28,https://t.co/8the8eShCG,
2017-06-10,OAK @ TB (G2),T2,Melvin,R. Davis,Out at 2nd,Tag Play,Nelson,Nelson,Overturned,2:20,https://t.co/8bKFWv5XjW,
2017-06-10,NYM @ ATL (G2),T9,Collins,W. Flores,Out at 1st,Force Play,Carapazza,Cuzzi,Overturned,1:25,https://t.co/CvO1aG0q3u,
2017-06-10,MIL @ ARI,B1,Counsell,P. Goldschmidt,Safe at 2nd,Tag Play,Gorman,Gorman,Overturned,0:56,https://t.co/ny0PdOFePM,
2017-06-10,MIL @ ARI,B5,Lovullo,M. Pina,No violation,Collision Rule,T. Gibson,Gorman,Confirmed,0:42,https://t.co/ixvACFqdhE,
2017-06-10,MIL @ ARI,B5,Lovullo,R. Fuentes,Out at home,Tag Play,T. Gibson,Gorman,Overturned,0:42,https://t.co/ixvACFqdhE,
2017-06-10,TOR @ SEA,B8,Servais,N. Cruz,Out at 1st,Force Play,Fagan,Kellogg,Overturned,1:27,https://t.co/1xjF1JBADL,
2017-06-11,NYM @ ATL,B5,Collins,M. Adams,Safe at 1st,Force Play,Ripperger,Hallion,Overturned,1:12,https://t.co/zIJUALkHve,
2017-06-11,CWS @ CLE,B6,UMPIRE,E. Encarnacion,Foul ball,Potential HR,Dreckman,Everitt,Stands,1:50,https://t.co/2OR03HT97q,
2017-06-11,NYM @ ATL,T7,Snitker,S. Lugo,Safe at 1st,Tag Play,Ripperger,Hallion,Overturned,1:57,https://t.co/cItAUowl7J,
2017-06-11,COL @ CHI,B6,Black,J. Baez,Safe at 1st,Tag Play,Layne,Layne,Overturned,0:44,https://t.co/GOuG6nJmbO,
2017-06-11,MIL @ ARI,B7,UMPIRE,C. Herrmann,Foul ball,Potential HR,T. Gibson,Gorman,Confirmed,1:02,https://t.co/DO0dW8QGcj,
