date,game,inning,manager-ump,player-referenced,initial-call,play-type,calling-umpire,crew-chief,result,time-to-ruling,video
2014-07-12,TOR @ TB,T5,Gibbons,Reyes,Out at 2nd,Tag play,Timmons,Everitt,Confirmed,1:33,http://t.co/3bGDBBAWVj
2014-07-12,STL @ MIL,T5,Roenicke,M. Carpenter,Safe at 1st,Force play,Nelson,Nelson,Overturned,1:21,http://t.co/y1CR4m2zY7
2014-07-12,ARI @ SF,B7,Gibson,G. Blanco,Safe at 1st,Tag play,Morales,Scott,Overturned,1:47,http://t.co/CC2UlG9uJR
2014-07-12,ATL @ CHI,B8,Gonzalez,Coghlan,Safe at 2nd,Force play,Bellino,Kellogg,Overturned,2:41,http://t.co/a9FSSiDP0i
2014-07-12,BOS @ HOU,T9,Farrell,Pedroia,Out at 1st,Force play,Foster,West,Confirmed,2:18,http://t.co/VXJHvAA1F1
2014-07-12,DET @ KC,T9,Ausmus,Castellanos,Out at 1st,Force play,Miller,Miller,Overturned,1:07,http://t.co/sNIKkC2QAZ
2014-07-12,SD @ LAD,B4,Mattingly,A. Gonzalez,Foul Ball,Fair/foul,Randazzo,Gorman,Stands,2:07,http://t.co/onDgaqnLV2
2014-07-12,OAK @ SEA,B8,McClendon,Bloomquist,Out at home,Tag play,Davidson,Davidson,Stands,3:00,http://t.co/5YtqZL3YQ6
2014-07-13,MIA @ NYM,B4,Redmond,Lagares,Safe at 1st,Force play,T. Barrett,T. Barrett,Overturned,1:01,http://t.co/1olotA37Pk
2014-07-13,ATL @ CHI,B1,Gonzalez,Coghlan,Safe at 2nd,Tag play,O'Nora,Kellogg,Overturned,1:11,http://t.co/ZBe8EfgN6k
2014-07-13,TOR @ TB,B6,Maddon,Y. Escobar,Out at home,Tag play,Barber,Everitt,Overturned,1:54,http://t.co/6vShiIWmu0
2014-07-13,ATL @ CHI,B8,Renteria,S. Castro,Out at home,Tag play,Kellogg,Kellogg,Confirmed,1:31,http://t.co/y5Sqqsez34
2014-07-13,MIN @ COL,B4,Weiss,C. Gonzalez,Out at 1st,Force play,Guccione,Hernandez,Confirmed,1:00,http://t.co/aUBGr3PLSr
2014-07-13,SD @ LAD,T7,Mattingly,Goebbert,Safe at 1st,Force play,Gorman,Gorman,Stands,3:31,http://t.co/zYJn3wXKpK
2014-07-18,HOU @ CWS,B1,Ventura,Eaton,Out at home,Tag play,Bellino,Kellogg,Confirmed,1:50,http://t.co/VXCGZGUu8y
2014-07-18,COL @ PIT,T5,Hurdle,Dickerson,Safe at 2nd,Tag play,Hudson,T. Welke,Stands,2:17,http://t.co/XYMPHjCX79
2014-07-18,MIL @ WSH,T7,Roenicke,Segura,Out at 1st,Force play,Carapazza,Miller,Overturned,1:23,http://t.co/R7kxfWVHco
2014-07-18,TB @ MIN,T5,Maddon,Kiermaier,Out at 1st,Force play,DiMuro,Wendelstedt,Overturned,0:54,http://t.co/U8us5jpFkf
2014-07-18,HOU @ CWS,T5,UMPIRE,J. Castro,Foul Ball,Potential HR,O'Nora,Kellogg,Confirmed,1:27,http://t.co/PFtH8eo9WT
2014-07-18,TB @ MIN,B5,Maddon,Dozier,HBP,HBP,Wendelstedt,Wendelstedt,Stands,2:55,http://atmlb.com/1qXc5C7
2014-07-18,COL @ PIT,B8,Weiss,G. Polanco,Safe at 1st,Force play,T. Welke,T. Welke,Overturned,1:23,http://t.co/8jAQvAlk0b
2014-07-18,SEA @ LAA,T10,Scioscia,Cano,Safe at 2nd,Tag play,Schrieber,T. Barrett,Overturned,1:02,http://t.co/fX0IffsyXH
2014-07-18,SEA @ LAA,B16,McClendon,Trout,Double,Touching base,Schrieber,T. Barrett,Confirmed,0:46,http://t.co/BapiZaPCi6
2014-07-19,TEX @ TOR,B3,Washington,Reyes,Safe at 2nd,Force play,Conroy,B. Welke,Overturned,1:00,http://t.co/2rTnq192iX
2014-07-19,CLE @ DET,T1,UMPIRE,Brantley,In play,Potential HR,Diaz,Everitt,Confirmed,0:42,http://t.co/LnQyj3jzjf
2014-07-19,MIL @ WSH,B1,UMPIRE,Desmond,7.13/Out at home,7.13,Carapazza,Miller,Confirmed,2:02,http://t.co/lCOE7ir61L
2014-07-19,HOU @ CWS,B3,Porter,Beckham,HBP,HBP,O'Nora,O'Nora,Overturned,3:59,http://t.co/J38o91OKpZ
2014-07-19,HOU @ CWS,B4,Ventura,Al. Ramirez,Out at 1st,Force play,Pattillo,O'Nora,Overturned,0:24,http://t.co/vUHDTvWf3u
2014-07-19,HOU @ CWS,B4,Porter,J. Abreu,Safe at 2nd,Force play,Reyburn,O'Nora,Overturned,1:17,http://t.co/8gaYFy0NyQ
2014-07-19,COL @ PIT,T6,Hurdle,Blackmon,Safe at 2nd,Tag play,Fagan,T. Welke,Overturned,0:49,http://t.co/jRA9sRGPBo
2014-07-19,PHI @ ATL,B7,Sandberg,C. Johnson,Safe at 2nd,Tag play,Wolf,Davis,Stands,1:33,http://t.co/zenqsQkhoa
2014-07-19,COL @ PIT,B8,UMPIRE,McCutchen,7.13/Out at home,7.13,T. Welke,T. Welke,Confirmed,0:45,http://t.co/zG5Uog8wVT
2014-07-20,TEX @ TOR,T6,Washington,L. Martin,Out at 1st,Force play,Conroy,B. Welke,Overturned,0:51,http://t.co/GsJVPMxLYT
2014-07-20,SF @ MIA,T8,Bochy,Posey,Out at 1st,Force play,Rackley,Gorman,Confirmed,1:13,http://t.co/EGN9RNvzls
2014-07-20,CLE @ DET,T8,Francona,Kipnis,Out at 2nd,Tag play,Barry,Everitt,Confirmed,0:57,http://t.co/1i3AARcp7X
2014-07-20,CHI @ ARI,B7,Gibson,Trumbo,Out at 2nd,Tag play,Blaser,Joyce,Overturned,2:23,http://t.co/QeRbRC99KA
2014-07-21,LAD @ PIT,T1,Hurdle,A. Gonzalez,Safe at 2nd,Tag play,Diaz,Nelson,Stands,2:31,http://t.co/zL8jsCsyE4
2014-07-21,SF @ PHI,T2,UMPIRE,Morse,7.13/Out at home,7.13,Miller,Miller,Confirmed,1:32,http://t.co/ttYrSKwvcr
2014-07-21,CLE @ MIN,B2,UMPIRE,Colabello,Home Run,Potential HR,Reyburn,O'Nora,Overturned,1:02,http://t.co/vXeKl0Ld3b
2014-07-21,CIN @ MIL,B4,UMPIRE,C. Gomez,Ground-Rule Double,Potential HR,Segal,Gorman,Confirmed,1:09,http://t.co/3WXHBsPewh
2014-07-21,TEX @ NYY,T7,Washington,A. Beltre,Out at 1st,Force play,Wolcott,Scott,Overturned,0:26,http://t.co/QxfF2zw8pe
2014-07-21,SF @ PHI,B7,Sandberg,Asche,Out at 1st,Force play,Fairchild,Miller,Overturned,1:00,http://t.co/8mXHCrrNeE
2014-07-21,CIN @ MIL,T6,Roenicke,Schumaker,Safe at 2nd,Tag play,Segal,Gorman,Stands,3:19,http://t.co/VtKp5lIIgv
2014-07-21,KC @ CWS,B6,UMPIRE,Flowers,Foul Ball,Potential HR,Muchlinski,Winters,Confirmed,1:27,http://t.co/y8SrMAcFjw
2014-07-21,SF @ PHI,B9,Sandberg,D. Brown,Out at 1st,Force play,Fairchild,Miller,Stands,1:34,http://t.co/wyxYch4GAh
2014-07-21,DET @ ARI,T7,UMPIRE,Mi. Cabrera,In play (out),Potential HR,Gonzalez,Culbreth,Confirmed,3:31,http://atmlb.com/1kaIVAP
2014-07-21,DET @ ARI,B7,Gibson,Inciarte,Out at 1st,Tag play,Culbreth,Culbreth,Confirmed,1:16,http://t.co/aom8VhlUao
2014-07-22,LAD @ PIT,T1,Hurdle,J. Turner,Safe at 1st,Force play,Diaz,Nelson,Overturned,0:47,http://t.co/t4vqulmznq
2014-07-22,WSH @ COL,T2,Williams,Harper,Out at 3rd,Tag play,Conroy,Meals,Stands,2:23,http://t.co/WTKrnIz7KK
2014-07-22,KC @ CWS,T5,Yost,Dyson,Out at 1st,Force play,Fletcher,Winters,Stands,2:24,http://t.co/fRPzMsUIYe
2014-07-22,LAD @ PIT,B7,Banister (Hurdle),R. Martin,Out at 2nd,Force play,Carlson,Nelson,Overturned,1:19,http://t.co/SdhAIfP7X9
2014-07-22,KC @ CWS,B5,Ventura,Al. Ramirez,Out at 2nd,Tag play,Muchlinski,Winters,Overturned,2:48,http://t.co/6iFTug0cDQ
2014-07-22,CIN @ MIL,T7,Roenicke,Cozart,HBP,HBP,Gorman,Gorman,Confirmed,1:15,http://t.co/FLnLKXfLCO
2014-07-22,TB @ STL,B6,Matheny,Holliday,Foul Ball,Fair/foul,Bellino,Danley,Confirmed,1:47,http://t.co/2f1qNwaYuB
2014-07-22,HOU @ OAK,T10,Melvin,Altuve,Safe at 2nd,Tag play,Schrieber,Marquez,Overturned,1:04,http://t.co/eZFFPelP75
2014-07-23,NYM @ SEA,T1,McClendon,"E. Young, Jr.",Safe at 2nd,Tag Play,Eddings,Joyce,Stands,1:46,http://t.co/E4aetKoca1
2014-07-23,DET @ ARI,T4,Ausmus,An. Romine,Out at 1st,Force play,Reynolds,Culbreth,Overturned,1:52,http://t.co/stxYZLxR9g
2014-07-23,NYM @ SEA,B8,Collins,Bloomquist,Safe at 1st,Force play,Hudson,Joyce,Overturned,0:43,http://t.co/tJZTDEZE8C
2014-07-23,TEX @ NYY,T1,Washington,Rios,Out at 2nd,Tag Play,Bucknor,Scott,Confirmed,1:15,http://t.co/qBJMkTktm3
2014-07-23,LAD @ PIT,T8,Hurdle,Puig,Safe at 1st,Force play,Carlson,Nelson,Stands,2:00,http://t.co/wvtQkbV1rB
2014-07-23,HOU @ OAK,B1,Melvin,Jaso,Out at 2nd,Force play,Everitt,Marquez,Overturned,1:45,http://t.co/m1giScTbvG
2014-07-24,TEX @ NYY,B5,Girardi,Ryan,Out at 1st,Force play,Bucknor,Scott,Confirmed,2:29,http://t.co/2NnTOyNtKp
2014-07-24,MIA @ ATL,B6,Redmond,J. Upton,Safe at 1st,Force play,Drake,West,Overturned,2:18,http://t.co/ZJ4OsT0daT
2014-07-24,SD @ CHI,B5,Black,Rizzo,Strike (not HBP),HBP,Kulpa,Kulpa,Stands,3:51,http://t.co/zq0BA5rwFM
2014-07-24,NYM @ MIL,T7,Collins,Wright,Out at 1st,Force play,Danley,Danley,Stands,2:19,http://t.co/nPsbzVOuuR
2014-07-24,BAL @ SEA,B1,UMPIRE,J. Jones,Out at home,7.13,Reynolds,Culbreth,Stands,4:04,http://t.co/bUAaMbO4oU
2014-07-24,CLE @ KC,B11,Francona,Aoki,Safe at 1st,Force play,Baker,Meals,Overturned,2:11,http://t.co/96AHQNXkpt
2014-07-24,CLE @ KC,B14,Francona,L. Cain,Safe at 2nd,Tag Play,Meals,Meals,Confirmed,1:14,http://t.co/hSgdclnXAd
2014-07-25,STL @ CHI,T8,Renteria,Wong,Safe at 2nd,Tag play,Winters,Winters,Stands,1:50,http://t.co/2fMu3BAmir
2014-07-25,SD @ ATL,T5,Black,Medica,Out at 2nd,Force play,Nauert,Vanover,Stands,3:02,http://t.co/5vN5TaAEj8
2014-07-25,OAK @ TEX,B4,Melvin,Arencibia,Safe at 1st,Tag play,Reyburn,O'Nora,Overturned,0:52,http://t.co/mekyfThFeY
2014-07-25,MIA @ HOU,B6,Redmond,Altuve,Safe at 2nd,Tag play,Tichenor,Kulpa,Overturned,1:04,http://t.co/SzDJFaE0mR
2014-07-25,PIT @ COL,T5,Weiss,Martin,Safe at 2nd,Force play,Hallion,Hallion,Stands,3:13,http://t.co/T8E8gPL6fG
2014-07-25,LAD @ SF,T1,UMPIRE,Puig,Fan Interference (triple),Potential HR,Marquez,Everitt,Stands,2:54,http://t.co/xTOkh9HOAs
2014-07-25,ARI @ PHI,T9,Sandberg,Gosewisch,Safe at 1st,Force play,Wolcott,Scott,Confirmed,0:34,http://t.co/shAT6Ds7uU
2014-07-25,OAK @ TEX,B7,Melvin,Andrus,Safe at 1st,Force play,Reyburn,O'Nora,Overturned,1:37,http://t.co/T5uvnFoiBR
2014-07-25,NYM @ MIL,T8,Collins,Campbell,Out at 1st,Force play,Ripperger,Danley,Overturned,1:10,http://t.co/vy0FxrDft8
2014-07-25,BAL @ SEA,B10,Showalter,Cano,Safe at 1st,Force play,Culbreth,Culbreth,Overturned,1:56,http://t.co/qXO4SL7sun
2014-07-26,STL @ CHI,T7,Renteria,Jay,Safe at 3rd,Tag play,Muchlinski,Winters,Stands,2:01,http://t.co/SpYphyvJGw
2014-07-26,BOS @ TB,T1,UMPIRE,Ortiz,Fan Interference (double),Potential HR,Carapazza,Miller,Stands,2:06,http://t.co/OYRtSCR7OG
2014-07-26,SD @ ATL,B4,Gonzalez,Freeman,Foul Ball,Fair/foul,Vanover,Vanover,Stands,1:45,http://t.co/M5hPzRfMDT
2014-07-26,DET @ LAA,T3,Scioscia,Suarez,Safe at 1st,Tag play,Joyce,Joyce,Overturned,3:52,http://t.co/5SGvh5V9HD
2014-07-26,NYM @ MIL,B8,Collins,Reynolds,Safe at 1st,Force play,Bellino,Danley,Overturned,1:16,http://t.co/UZpIXzn6Jo
2014-07-26,ARI @ PHI,B9,Gibson,Brignac,Safe at 2nd,Tag play,Iassogna,Scott,Overturned,1:34,http://t.co/fV7896Tpbd
2014-07-26,ARI @ PHI,B9,Gibson,Revere,Safe at 1st,Force play,Scott,Scott,Confirmed,2:02,http://t.co/0TGU0AOK9z
2014-07-27,ARI @ PHI,T1,Sandberg,Montero,Safe at 1st,Force play,Iassogna,Scott,Overturned,0:32,http://t.co/S3IibOOro4
2014-07-27,MIA @ HOU,B1,UMPIRE,Altuve,Home Run,Potential HR,Hickox,Kulpa,Confirmed,0:39,http://t.co/PGw2XGjuNG
2014-07-27,STL @ CHI,T3,Matheny,M. Carpenter,Out at 2nd,Tag play,Muchlinski,Winters,Stands,3:43,http://t.co/lWXCqXPGvs
2014-07-27,ARI @ PHI,B6,UMPIRE,Howard,Out at home,7.13,Scott,Scott,Overturned,2:52,http://atmlb.com/1pmI8M6
2014-07-27,CWS @ MIN,T6,Gardenhire,Eaton,Safe at 1st,Force play,Randazzo,Kellogg,Stands,1:59,http://t.co/FOHYGPpZPJ
2014-07-27,NYM @ MIL,B9,Collins,K. Davis,Safe at 1st,Force play,Barksdale,Danley,Stands,1:43,http://t.co/7TwnHbTx87
2014-07-27,PIT @ COL,T6,Weiss,Harrison,Safe at 2nd,Tag play,Guccione,Hallion,Stands,3:35,http://t.co/wE6XzJ8J6h
2014-07-27,OAK @ TEX,T5,Washington,Lowrie,Safe at 1st,Tag play,Little,O'Nora,Overturned,1:04,http://t.co/9mM9RqBFwr
2014-07-28,MIL @ TB,T3,Maddon,C. Gomez,Safe at 1st,Force play,B. Welke,Davidson,Stands,2:11,http://t.co/ctBemE3oPm
2014-07-28,OAK @ HOU,B2,Porter,Krauss,Foul Ball,Fair/foul,Eddings,Joyce,Confirmed,0:51,http://t.co/MmI1Qpvt4i
2014-07-28,PHI @ NYM,T6,Collins,M. Byrd,Safe at 2nd,Force play,Meals,Meals,Stands,1:53,http://t.co/XATMJSCgEu
2014-07-28,COL @ CHI,T5,Renteria,Culberson,Safe at 1st,Force play,Cuzzi,Davis,Overturned,2:26,http://t.co/Ipjxiz2Yxp
2014-07-28,ARI @ CIN,B9,Gibson,Frazier,Foul Ball,Fan interference?,Guccione,Hallion,Stands,1:51,http://t.co/wU2TLl5sIf
2014-07-28,COL @ CHI,B8,Weiss,Schierholtz,Safe at 3rd,Tag play,Davis,Davis,Overturned,0:44,http://t.co/0X0flCcKCB
2014-07-29,ARI @ CIN,B2,Price,Cozart,Out at 1st,Force play,Cooper,Hallion,Overturned,1:26,http://t.co/AuJ97mg590
2014-07-29,CWS @ DET,T4,Ausmus,Gillaspie,Safe at 2nd,Tag play,T. Welke,T. Welke,Overturned,1:16,http://t.co/XadZdh6E0K
2014-07-29,SEA @ CLE,T5,UMPIRE,Zunino,Home Run,Potential HR,Hernandez,Vanover,Confirmed,1:10,http://t.co/zrVvYncFRP
2014-07-29,MIN @ KC,T3,Gardenhire,A. Gordon,Catch,Catch/no catch,Marquez,T. Barrett,Stands,3:35,http://t.co/TegNg01Zb4
2014-07-29,SEA @ CLE,B7,UMPIRE,D. Murphy,In play (double),Potential HR,Carapazza,Vanover,Confirmed,1:42,http://t.co/A3iFfJbjNO
2014-07-29,TOR @ BOS,B8,Farrell,Pedroia,Out at 1st,Force play,Wegner,Winters,Stands,1:42,http://t.co/eQHThnSfV8
2014-07-29,OAK @ HOU,B5,Melvin,Grossman,Safe at 2nd,Tag play,Joyce,Joyce,Stands,3:20,http://t.co/rnpzzi237z
2014-07-29,NYY @ TEX,T6,Girardi,Jeter,Out at 1st,Force play,Kulpa,Kulpa,Overturned,1:07,http://t.co/orOtf6G0Kx
2014-07-29,COL @ CHI,T4,Renteria,Blackmon,Safe at 2nd,Tag play,Davis,Davis,Stands,2:11,http://t.co/EpCw4K1Sgc
2014-07-29,MIN @ KC,T6,Yost,E. Nunez,Safe at 2nd,Tag play,Hamari,T. Barrett,Stands,1:07,http://t.co/U8jVretnR4
2014-07-29,PIT @ SF,B2,UMPIRE,Morse,Home Run,Potential HR,Reynolds,Culbreth,Confirmed,0:48,http://t.co/SFPP4SCjIa
2014-07-29,STL @ SD,T5,UMPIRE,M. Carpenter,7.13/Out at home,7.13,Randazzo,Gorman,Confirmed,1:32,http://t.co/pwdo8szHpv
2014-07-30,ARI @ CIN,T7,Price,Gregorius,Safe at 2nd,Tag play,H. Gibson,Hallion,Stands,2:16,http://t.co/gqTwIBISIy
2014-07-30,WSH @ MIA,T8,Redmond,Span,Safe at 1st,Force play,Kellogg,Kellogg,Stands,3:11,http://t.co/XXj44c706W
2014-07-30,MIN @ KC,T3,Gardenhire,E. Nunez,Out at 1st,Force play,Hamari,T. Barrett,Overturned,1:15,http://t.co/Y4lzg4z0dv
2014-07-30,TOR @ BOS,T6,UMPIRE,Me. Cabrera,7.13/Out at home,7.13,Wegner,Winters,Confirmed,2:03,http://t.co/Ti9YND9rgs
2014-07-30,ATL @ LAD,B3,Gonzalez,D. Gordon,Safe at 2nd,Tag play,Layne,Layne,Overturned,1:04,http://t.co/UZaVCGJF7W
2014-07-30,COL @ CHI,T10,Weiss,McKenry,Out at home,Tag play,Little,Davis,Stands,2:54,http://t.co/4yN9cQYWg9
2014-07-30,STL @ SD,B6,Matheny,Venable,Safe at 1st,Force play,Gorman,Gorman,Overturned,2:55,http://t.co/o9oQp1VRaR
2014-07-30,ATL @ LAD,T10,Gonzalez,Schafer,Out at 2nd,Tag play,Layne,Layne,Confirmed,0:32,http://t.co/iDGh6wBE4j
2014-07-31,COL @ CHI,B5,Weiss,Lake,Safe at 1st,Force play,G. Gibson,Davis,Overturned,1:00,http://t.co/IdxlEbSvNZ
2014-07-31,CWS @ DET,B9,Ventura,V. Martinez,Safe at 1st,Force play,Tichenor,T. Welke,Stands,2:45,http://t.co/MPvdbt4FfW
2014-07-31,CIN @ MIA,T8,UMPIRE,Cozart,7.13/Out at home,7.13,Winters,Winters,Overturned,6:17,http://t.co/HIWQaipuzs
2014-07-31,PIT @ ARI,T3,Hurdle,G. Polanco,Out at 1st,Tag play,L. Barrett,Kulpa,Overturned,0:47,http://t.co/PVRMpHpCsp
2014-07-31,LAA @ BAL,B11,Showalter,A. Jones,Out at 1st,Tag play,Bellino,Cederstrom,Stands,2:24,http://t.co/UHt9lMesH7
2014-07-31,ATL @ LAD,T9,Mattingly,J. Upton,Safe at 1st,Force play,Estabrook,Wendelstedt,Stands,2:33,http://t.co/JMTpDoSmph
2014-08-1,SF @ NYM,B2,Bochy,C. Young,HBP,HBP,Kellogg,Kellogg,Overturned,0:38,http://t.co/BtxB9Ebvzq
2014-08-1,LAA @ TB,B2,UMPIRE,Loney,In play (double),Potential HR,Carapazza,Vanover,Stands,2:00,http://t.co/znbahjphv9
2014-08-1,TEX @ CLE,B3,Washington,Chisenhall,Safe at 1st,Force play,Hudson,Joyce,Overturned,1:49,http://t.co/ttGFBp53nU
2014-08-1,TEX @ CLE,B4,Washington,Aviles,Safe at 3rd,Tag play,Blaser,Joyce,Overturned,3:20,http://t.co/5uf7MHfSBa
2014-08-1,CIN @ MIA,B5,Price,G. Jones,Safe at 1st,Force play,Woodring,Winters,Overturned,1:24,http://t.co/7N9qYUvjDO
2014-08-1,NYY @ BOS,T6,Girardi,Ellsbury,Out at 2nd,Tag play,Schrieber,T. Barrett,Overturned,1:53,http://t.co/UZByoOb5RG
2014-08-1,MIL @ STL,T6,Matheny,Segura,Safe at 2nd,Force play,Little,Davis,Stands,2:15,http://t.co/RNIDJg79mX
2014-08-1,CHI @ LAD,B1,UMPIRE,A. Gonzalez,7.13/Out at home,7.13,Wolf,Gorman,Confirmed,1:37,http://t.co/oU0nYFCjRd
2014-08-1,MIN @ CWS,T7,Gardenhire,Dozier,Out at 1st,Force play,Cederstrom,Cederstrom,Overturned,3:08,http://t.co/RoljpFO0HR
2014-08-1,PIT @ ARI,B5,Gibson,Nuno,Ball (not HBP),HBP,Kulpa,Kulpa,Overturned,1:30,http://t.co/a4x2fF37Qm
2014-08-1,CHI @ LAD,B3,Renteria,Haren,Safe at 1st,Force play,Randazzo,Gorman,Overturned,2:35,http://t.co/9ZnLPDR5wI
2014-08-1,MIN @ CWS,T9,Ventura,Dozier,Safe at 1st,Force play,Cederstrom,Cederstrom,Confirmed,0:41,http://t.co/8yKBAy63dr
2014-08-1,PIT @ ARI,T8,UMPIRE,J. Harrison,In play (triple),Potential HR,Hickox,Kulpa,Confirmed,0:50,http://t.co/VYT5cD2hQu
2014-08-1,CHI @ LAD,T6,Mattingly,Rizzo,Safe at 1st,Force play,Randazzo,Gorman,Overturned,1:16,http://t.co/kTx1xS7S4w
2014-08-1,CHI @ LAD,B6,Renteria,Puig,Safe at home,Tag play,Wolf,Gorman,Stands,4:46,http://t.co/IP4vRSNnuu
2014-08-2,KC @ OAK,T4,UMPIRE,A. Gordon,7.13/Out at home,7.13,Basner,Wendelstedt,Confirmed,1:25,http://t.co/PHao8w4iCP
2014-08-2,NYY @ BOS,T6,Girardi,Jeter,Out at 1st,Force play,Schrieber,T. Barrett,Overturned,1:13,http://t.co/NT8VzRLVnd
2014-08-2,SF @ NYM,B3,Bochy,deGrom,Safe at 1st,Force play,Reyburn,Kellogg,Overturned,1:08,http://t.co/e4EabrQJaR
2014-08-2,PIT @ ARI,B2,Gibson,McCutchen,Catch,Catch/no catch,Hickox,Kulpa,Stands,2:51,http://t.co/ZhovO4WFFY
2014-08-2,PIT @ ARI,B3,UMPIRE,D. Peralta,In play,Potential HR,Hoberg,Kulpa,Confirmed,1:43,http://t.co/ckcT5sHObA
2014-08-2,SEA @ BAL,B6,McClendon,D. Young,Safe at 1st,Force play,Timmons,T. Welke,Overturned,0:59,http://t.co/y0VZCcbh23
2014-08-2,TOR @ HOU,B8,Porter,Singleton,Out at home,Tag play,Baker,Meals,Overturned,1:38,http://t.co/mU9lwwav6a
2014-08-2,CIN @ MIA,T9,Price,B. Pena,Out at 2nd,Tag play,Winters,Winters,Confirmed,1:01,http://t.co/QC7UK1Gm41
2014-08-2,LAA @ TB,B6,Scioscia,Guyer,Safe at 1st,Tag play,Carapazza,Vanover,Stands,1:28,http://t.co/tZU14dL9Ec
2014-08-2,MIN @ CWS,B8,Ventura,Eaton,Out at 2nd,Tag play,Ripperger,Cederstrom,Confirmed,2:02,http://t.co/bCKz5gjd8p
2014-08-2,MIL @ STL,T9,Matheny,E. Herrera,HBP,HBP,Cuzzi,Davis,Overturned,1:44,http://t.co/XMY3Bg0wlu
2014-08-2,LAA @ TB,T9,UMPIRE,Cron,7.13/Out at home,7.13,Vanover,Vanover,Confirmed,1:23,http://t.co/15LMsRhoyf
2014-08-2,ATL @ SD,T8,UMPIRE,Gattis,7.13/Out at home,7.13,Reynolds,Culbreth,Confirmed,1:49,http://t.co/C1EK8znW5b
2014-08-2,CHI @ LAD,B7,Renteria,Puig,Safe at 1st,Tag play,Rackley,Gorman,Overturned,1:32,http://t.co/HmwjR3nnLe
2014-08-3,CIN @ MIA,B3,Price,Valdespin,Safe at 1st,Force play,Winters,Winters,Stands,2:14,http://t.co/MJruC7BUAT
2014-08-3,PHI @ WSH,T5,Williams,Asche,Safe at 2nd,Tag Play,H. Gibson,Hallion,Stands,2:55,http://t.co/ENOHhy7Six
2014-08-3,PIT @ ARI,T3,Gibson,G. Polanco,Safe at 2nd,Tag Play,L. Barrett,Kulpa,Overturned,0:55,http://t.co/SiKbNr2GXT
2014-08-3,ATL @ SD,B4,Black,Amarista,Out at 2nd,Tag Play,Scheurwater,Reynolds,Overturned,3:36,http://t.co/JPExnRYSLy
2014-08-3,PIT @ ARI,T8,UMPIRE,G. Polanco,7.13/Out at home,7.13,Hickox,Kulpa,Confirmed,0:36,http://t.co/lx2MVMOaYu
2014-08-3,MIN @ CWS,B8,Ventura,Beckham,Foul Ball,HBP,Danley,Cederstrom,Overturned,2:47,http://t.co/o00zb4aCvE
2014-08-3,ATL @ SD,T8,Black,Amarista,Safe at 2nd,Force play,Scheurwater,Reynolds,Overturned,1:14,http://t.co/deebZAE58G
2014-08-3,ATL @ SD,T8,Gonzalez,Amarista,Out at 2nd,Force play,Scheurwater,Reynolds,Confirmed,0:58,http://t.co/NmvKwn6YVQ
2014-08-4,CIN @ CLE,T6,Francona,Frazier,Safe at 1st,Force play,G. Gibson,Davis,Overturned,1:41,http://t.co/G5ueLePsFm
2014-08-4,TEX @ CWS,B3,UMPIRE,Flowers,In play (triple),Potential HR,Baker,Meals,Confirmed,1:03,http://t.co/U2AsexrNLS
2014-08-4,TB @ OAK,T2,Maddon,Forsythe,Out at 2nd,Tag play,Tumpane,Scott,Overturned,1:17,http://t.co/JSLayh5lOB
2014-08-5,SF @ MIL,T3,Bochy,Pence,Out at 1st,Force play,H. Gibson,Hallion,Overturned,1:00,http://t.co/gK4RERxi9q
2014-08-5,NYM @ WSH,B6,UMPIRE,Werth,7.13/Out at home,7.13,Nauert,Vanover,Confirmed,1:03,http://t.co/GCvriucY6F
2014-08-5,CIN @ CLE,T9,Price,B. Pena,Out at home,Tag play,G. Gibson,Davis,Stands,3:33,http://t.co/9uushaVySB
2014-08-5,SD @ MIN,B6,Black,D. Santana,Safe at 1st,Force play,Hudson,Wendelstedt,Overturned,3:36,http://t.co/1eCwT2huy4
2014-08-5,CIN @ CLE,B9,UMPIRE,D. Murphy,Safe at 1st,Force play,Cuzzi,Davis,Overturned,1:57,http://t.co/lws4rMvnxx
2014-08-5,LAA @ LAD,T1,Mattingly,Trout,Safe at 1st,Force play,Reynolds,Reynolds,Stands,1:12,http://t.co/lYCcK6N7et
2014-08-5,ATL @ SEA,B3,Gonzalez,Taylor,Safe at 2nd,Tag play,Gorman,Gorman,Stands,2:15,http://t.co/e2ubQyRxwv
2014-08-5,SF @ MIL,T9,Roenicke,Panik,Safe at 1st,Force play,H. Gibson,Hallion,Overturned,3:16,http://t.co/8T8uOI4Abi
2014-08-6,SD @ MIN,B2,Gardenhire,D. Santana,Ball (not HBP),HBP,Hudson,Wendelstedt,Overturned,2:18,http://t.co/H3pfEgFJjZ
2014-08-6,HOU @ PHI,B1,Sandberg,Buchanan,Out at 2nd,Tag play,Nelson,Nelson,Stands,3:09,http://t.co/m3giDYPiuf
2014-08-6,BAL @ TOR,B7,Showalter,Rasmus,Safe at 1st,Tag play,Reyburn,Kellogg,Overturned,0:43,http://t.co/duXOsZOgca
2014-08-6,BAL @ TOR,B8,Showalter,Kawasaki,Safe at 1st,Tag play,Reyburn,Kellogg,Stands,1:25,http://t.co/OrwVzqtZEr
2014-08-6,BAL @ TOR,B8,Gibbons,Reyes,Out at 1st,Force play,Reyburn,Kellogg,Stands,1:55,http://t.co/LaMIrSSSQt
